contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,volume,openInterest,inTheMoney,IV_yf,underlyingPriceAtTrade,impliedVolatility,riskFreeRate,volatilityIndex
AMZN261218P00085000,2026-03-09 15:55:13+00:00,85.0,0.63,0.52,0.59,10.0,1682,0,52.73,210.3,54.8274,0.0364,39.79
AMZN261218P00090000,2026-03-04 14:58:20+00:00,90.0,0.66,0.65,0.73,1.0,839,0,51.54,214.5901,52.6278,0.0364,36.68
AMZN261218P00095000,2026-03-09 15:54:01+00:00,95.0,0.97,0.81,0.88,5.0,945,0,50.37,210.3151,52.7027,0.0364,39.77
AMZN261218P00100000,2026-03-09 18:04:44+00:00,100.0,1.14,0.99,1.05,108.0,4763,0,49.44,209.505,51.1283,0.0364,40.03
AMZN261218P00105000,2026-03-04 16:59:33+00:00,105.0,1.09,1.2,1.27,2.0,2177,0,48.4,215.0351,48.7022,0.0364,34.95
AMZN261218P00110000,2026-03-06 15:28:11+00:00,110.0,1.45,1.44,1.5,1.0,5086,0,47.22,215.15,48.9078,0.0364,37.37
AMZN261218P00115000,2026-03-09 19:47:17+00:00,115.0,1.77,1.72,1.79,5.0,1810,0,46.25,213.435,48.0593,0.0364,37.57
AMZN261218P00120000,2026-03-09 15:30:00+00:00,120.0,2.38,2.05,2.12,22.0,3245,0,45.29,210.65,47.8669,0.0364,39.96
AMZN261218P00125000,2026-03-06 19:43:53+00:00,125.0,2.58,2.42,2.52,2.0,1085,0,44.46,213.71,46.641,0.0364,39.09
AMZN261218P00130000,2026-03-09 15:55:13+00:00,130.0,3.29,2.87,2.94,9.0,5405,0,43.52,210.3,46.1522,0.0364,39.79
AMZN261218P00135000,2026-03-09 19:38:04+00:00,135.0,3.45,3.35,3.45,23.0,2146,0,42.73,213.425,44.9067,0.0364,37.49
AMZN261218P00140000,2026-03-06 19:48:18+00:00,140.0,4.2,3.9,4.05,23.0,4954,0,42.02,213.32,44.5367,0.0364,39.54
AMZN261218P00145000,2026-03-09 19:38:04+00:00,145.0,4.7,4.55,4.7,13.0,2611,0,41.27,213.425,43.6089,0.0364,37.49
AMZN261218P00150000,2026-03-06 20:10:41+00:00,150.0,6.4,5.3,5.45,2.0,7846,0,40.58,213.45,45.3269,0.0364,39.88
