contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AMZN260410P00245000,2026-02-27 14:40:11,245.0,38.82,3.0,3,204.425,39.35,29.45,31.9,2.45,42.222,p
AMZN260410C00290000,2026-02-27 19:09:30,290.0,0.04,5.0,5,204.425,39.35,0.0,0.06,0.06,42.035,c
AMZN260410C00305000,2026-02-27 19:29:57,305.0,0.02,1.0,1,204.425,39.35,0.0,2.1,2.1,42.021,c
AMZN260410C00175000,2026-02-27 20:36:28,175.0,35.71,1.0,2,204.425,39.35,40.8,42.7,1.9,41.975,c
AMZN260410P00230000,2026-03-04 16:11:54,230.0,16.65,11.0,22,215.805,35.25,16.35,18.75,2.4,37.158,p
AMZN260410P00240000,2026-03-04 17:03:05,240.0,25.4,1.0,5,215.435,34.77,24.3,26.65,2.35,37.123,p
AMZN260410C00170000,2026-03-05 14:31:55,170.0,48.68,1.0,21,218.235,35.44,45.45,47.45,2.0,36.228,c
AMZN260410P00150000,2026-03-05 15:10:25,150.0,0.12,8.0,35,218.11,35.57,0.22,0.28,0.06,36.201,p
AMZN260410P00165000,2026-03-05 15:12:13,165.0,0.33,3.0,370,218.4,35.57,0.55,0.61,0.06,36.2,p
AMZN260410C00160000,2026-03-05 15:41:57,160.0,58.0,1.0,1,217.09,35.72,54.95,57.05,2.1,36.179,c
AMZN260410P00235000,2026-03-05 16:17:42,235.0,19.91,1.0,24,216.526,36.4,20.8,22.35,1.55,36.154,p
AMZN260410P00225000,2026-03-05 17:01:58,225.0,12.05,11.0,26,218.24,35.42,14.0,14.2,0.2,36.124,p
AMZN260410P00160000,2026-03-05 17:29:29,160.0,0.24,7.0,21,217.52,35.97,0.42,0.46,0.04,36.105,p
AMZN260410C00205000,2026-03-05 17:44:57,205.0,16.1,2.0,667,217.76,36.58,15.85,16.3,0.45,36.094,c
AMZN260410C00200000,2026-03-05 19:45:14,200.0,22.2,65.0,105,217.81,37.61,19.45,20.6,1.15,36.01,c
AMZN260410C00190000,2026-03-05 20:26:20,190.0,31.75,21.0,23,219.07,36.05,27.35,29.65,2.3,35.982,c
AMZN260410P00170000,2026-03-05 20:31:08,170.0,0.53,16.0,68,219.158,36.0,0.73,0.78,0.05,35.978,p
AMZN260410C00255000,2026-03-05 20:57:46,255.0,0.32,38.0,115,218.93,35.19,0.26,0.34,0.08,35.96,c
