contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AAPL260227C00120000,2026-02-17 17:11:11+00:00,120.0,141.6,,0,258.75,30.61,150.05,153.0,2.95,10.159,c
AAPL260227C00150000,2026-02-02 15:20:02+00:00,150.0,114.81,1.0,1,258.75,30.61,120.3,122.9,2.6,25.236,c
AAPL260227C00170000,2026-02-20 18:50:11+00:00,170.0,94.1,1.0,1,264.0,28.73,100.35,103.05,2.7,7.09,c
AAPL260227C00175000,2026-02-25 16:44:32+00:00,175.0,98.47,1.0,2,273.22,27.51,95.25,98.2,2.95,2.177,c
AAPL260227C00185000,2026-02-25 20:51:23+00:00,185.0,89.63,1.0,5,274.595,27.43,85.25,87.95,2.7,2.006,c
AAPL260227C00190000,2026-02-23 15:32:10+00:00,190.0,77.4,2.0,4,267.305,28.4,80.35,83.3,2.95,4.228,c
AAPL260227C00195000,2026-02-26 15:01:13+00:00,195.0,79.01,1.0,2,273.46,27.29,75.25,78.4,3.15,1.249,c
AAPL260227C00200000,2026-02-25 20:40:21+00:00,200.0,73.81,2.0,220,273.925,27.57,70.35,73.0,2.65,2.014,c
AAPL260227C00205000,2026-02-09 14:33:31+00:00,205.0,70.65,3.0,15,258.75,30.61,65.25,68.35,3.1,18.268,c
AAPL260227C00210000,2026-02-25 19:28:48+00:00,210.0,64.6,1.0,13,274.4,27.64,60.4,62.85,2.45,2.063,c
AAPL260227C00215000,2026-02-25 19:32:31+00:00,215.0,59.7,1.0,27,274.28,27.64,55.25,58.45,3.2,2.061,c
AAPL260227C00220000,2026-02-25 20:37:24+00:00,220.0,53.81,10.0,80,274.08,27.62,50.35,53.05,2.7,2.016,c
AAPL260227C00225000,2026-02-25 19:50:12+00:00,225.0,49.45,4.0,63,273.87,27.62,45.25,48.15,2.9,2.048,c
AAPL260227C00230000,2026-02-25 20:11:29+00:00,230.0,45.0,1.0,302,273.703,27.66,40.4,43.2,2.8,2.034,c
AAPL260227C00235000,2026-02-25 20:09:04+00:00,235.0,38.8,3.0,172,273.545,27.66,35.25,37.9,2.65,2.035,c
AAPL260227C00237500,2026-02-23 20:50:00+00:00,237.5,29.75,5.0,5,266.73,29.12,33.35,35.4,2.05,4.007,c
AAPL260227C00240000,2026-02-25 18:51:52+00:00,240.0,34.8,2.0,198,274.676,27.6,30.8,32.75,1.95,2.089,c
AAPL260227C00242500,2026-02-25 18:02:20+00:00,242.5,31.8,1.0,3004,274.275,27.48,28.15,29.6,1.45,2.123,c
AAPL260227C00245000,2026-02-26 15:17:06+00:00,245.0,27.05,8.0,309,272.21,27.84,26.2,27.5,1.3,1.238,c
AAPL260227C00247500,2026-02-24 19:16:32+00:00,247.5,25.02,5.0,146,271.97,28.88,23.05,25.45,2.4,3.072,c
AAPL260227C00250000,2026-02-25 20:58:26+00:00,250.0,24.36,12.0,897,274.18,27.36,21.35,22.45,1.1,2.001,c
AAPL260227C00252500,2026-02-25 20:13:49+00:00,252.5,21.2,7.0,216,273.745,27.67,18.2,20.45,2.25,2.032,c
AAPL260227C00255000,2026-02-26 15:24:26+00:00,255.0,16.38,16.0,7365,271.01,28.39,16.2,16.95,0.75,1.233,c
AAPL260227C00257500,2026-02-26 15:22:12+00:00,257.5,14.25,9.0,1331,271.545,28.26,13.95,14.35,0.4,1.235,c
AAPL260227C00260000,2026-02-26 15:32:42+00:00,260.0,11.82,444.0,19607,271.61,28.14,11.6,11.95,0.35,1.227,c
AAPL260227C00262500,2026-02-26 15:27:02+00:00,262.5,9.3,1069.0,3937,271.517,28.18,8.9,9.35,0.45,1.231,c
AAPL260227C00265000,2026-02-26 15:33:25+00:00,265.0,7.19,228.0,8732,271.35,28.15,6.7,7.05,0.35,1.227,c
AAPL260227C00267500,2026-02-26 15:33:51+00:00,267.5,4.8,1270.0,3725,271.35,28.15,4.7,4.85,0.15,1.226,c
AAPL260227C00270000,2026-02-26 15:34:55+00:00,270.0,2.86,1612.0,11815,271.19,28.23,2.82,2.89,0.07,1.226,c
AAPL260227C00272500,2026-02-26 15:34:24+00:00,272.5,1.51,5362.0,5507,271.19,28.23,1.5,1.52,0.02,1.226,c
AAPL260227C00275000,2026-02-26 15:35:10+00:00,275.0,0.68,27147.0,30310,271.445,28.19,0.67,0.69,0.02,1.226,c
AAPL260227C00277500,2026-02-26 15:34:33+00:00,277.5,0.26,23763.0,8621,271.445,28.19,0.25,0.26,0.01,1.226,c
AAPL260227C00280000,2026-02-26 15:34:03+00:00,280.0,0.09,36374.0,38216,271.19,28.23,0.09,0.1,0.01,1.226,c
AAPL260227C00282500,2026-02-26 15:33:51+00:00,282.5,0.03,4627.0,14002,271.35,28.15,0.03,0.04,0.01,1.226,c
AAPL260227C00285000,2026-02-26 15:30:50+00:00,285.0,0.02,2943.0,17914,271.795,28.06,0.01,0.02,0.01,1.229,c
AAPL260227C00287500,2026-02-26 15:23:20+00:00,287.5,0.01,785.0,4079,271.45,28.24,0.0,0.01,0.01,1.234,c
AAPL260227C00290000,2026-02-26 15:26:36+00:00,290.0,0.01,273.0,4228,271.517,28.18,0.0,0.01,0.01,1.232,c
AAPL260227C00292500,2026-02-25 20:57:14+00:00,292.5,0.01,675.0,1783,274.22,27.37,0.0,0.01,0.01,2.002,c
AAPL260227C00295000,2026-02-25 15:47:41+00:00,295.0,0.01,4.0,5834,273.528,27.73,0.0,0.01,0.01,2.217,c
AAPL260227C00297500,2026-02-24 20:13:54+00:00,297.5,0.01,59.0,636,271.54,28.99,0.0,0.01,0.01,3.032,c
AAPL260227C00300000,2026-02-26 14:33:01+00:00,300.0,0.01,2.0,3980,274.46,26.9,0.0,0.01,0.01,1.269,c
AAPL260227C00302500,2026-02-25 20:50:01+00:00,302.5,0.01,3.0,504,274.495,27.43,0.0,0.01,0.01,2.007,c
AAPL260227C00305000,2026-02-25 14:43:13+00:00,305.0,0.01,6.0,1447,272.47,28.0,0.0,0.01,0.01,2.262,c
AAPL260227C00310000,2026-02-24 17:20:39+00:00,310.0,0.02,10.0,704,272.335,28.41,0.0,0.01,0.01,3.152,c
AAPL260227C00315000,2026-02-24 15:01:07+00:00,315.0,0.01,1.0,224,273.92,28.75,0.0,0.01,0.01,3.249,c
