contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
SPY260226C00500000,2026-02-20 15:02:58+00:00,500.0,187.91,4.0,5.0,687.67,19.55,183.66,186.37,2.71,6.248,c
SPY260226C00620000,2026-02-26 15:28:32+00:00,620.0,64.89,11.0,4.0,685.69,20.21,64.84,64.92,0.08,0.23,c
SPY260226C00640000,2026-02-26 14:59:58+00:00,640.0,50.56,16.0,6.0,690.67,18.51,44.47,44.57,0.1,0.25,c
SPY260226C00645000,2026-02-24 15:18:29+00:00,645.0,38.65,8.0,7.0,683.8,20.85,39.71,39.8,0.09,2.237,c
SPY260226C00650000,2026-02-26 15:19:36+00:00,650.0,36.52,17.0,27.0,685.975,20.01,34.51,34.61,0.1,0.236,c
SPY260226C00655000,2026-02-26 15:04:56+00:00,655.0,35.24,3.0,16.0,690.33,18.62,30.08,30.17,0.09,0.247,c
SPY260226C00657000,2026-02-25 20:27:12+00:00,657.0,36.02,2.0,2.0,692.995,18.15,28.02,28.11,0.09,1.023,c
SPY260226C00659000,2026-02-25 17:30:58+00:00,659.0,32.9,2.0,1.0,691.985,18.46,26.09,26.18,0.09,1.145,c
SPY260226C00660000,2026-02-26 15:31:49+00:00,660.0,25.63,8.0,46.0,685.47,20.17,25.11,25.2,0.09,0.228,c
SPY260226C00664000,2026-02-25 19:22:14+00:00,664.0,28.92,2.0,1.0,692.89,18.29,21.25,21.34,0.09,1.068,c
SPY260226C00665000,2026-02-26 14:55:39+00:00,665.0,23.94,3.0,30.0,691.02,18.41,20.26,20.35,0.09,0.253,c
SPY260226C00666000,2026-02-26 15:24:38+00:00,666.0,19.17,22.0,9.0,685.34,20.41,19.1,19.18,0.08,0.233,c
SPY260226C00667000,2026-02-25 16:01:11+00:00,667.0,21.85,2.0,34.0,691.09,18.6,17.51,17.61,0.1,1.208,c
SPY260226C00668000,2026-02-26 15:10:45+00:00,668.0,22.27,9.0,6.0,690.36,18.74,17.05,17.14,0.09,0.243,c
