contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AMZN260410P00245000,2026-02-27 14:40:11,245.0,38.82,3.0,0,205.93,36.66,0.0,0.0,0.0,42.222,p
AMZN260410C00290000,2026-02-27 19:09:30,290.0,0.04,5.0,0,208.916,35.63,0.0,0.0,0.0,42.035,c
AMZN260410C00305000,2026-02-27 19:29:57,305.0,0.02,1.0,0,208.796,35.89,0.0,0.0,0.0,42.021,c
AMZN260410C00175000,2026-02-27 20:36:28,175.0,35.71,1.0,0,208.91,35.85,0.0,0.0,0.0,41.975,c
AMZN260410P00230000,2026-03-04 16:11:54,230.0,16.65,11.0,0,215.805,35.25,0.0,0.0,0.0,37.158,p
AMZN260410P00240000,2026-03-04 17:03:05,240.0,25.4,1.0,0,215.435,34.77,0.0,0.0,0.0,37.123,p
AMZN260410C00170000,2026-03-05 14:31:55,170.0,48.68,1.0,0,218.235,35.44,0.0,0.0,0.0,36.228,c
AMZN260410P00150000,2026-03-05 15:10:25,150.0,0.12,8.0,0,218.11,35.57,0.0,0.0,0.0,36.201,p
AMZN260410P00165000,2026-03-05 15:12:13,165.0,0.33,3.0,0,218.4,35.57,0.0,0.0,0.0,36.2,p
AMZN260410P00155000,2026-03-05 15:12:13,155.0,0.18,1.0,0,218.4,35.57,0.0,0.0,0.0,36.2,p
AMZN260410C00160000,2026-03-05 15:41:57,160.0,58.0,1.0,0,217.09,35.72,0.0,0.0,0.0,36.179,c
AMZN260410P00235000,2026-03-05 16:17:42,235.0,19.91,1.0,0,216.526,36.4,0.0,0.0,0.0,36.154,p
AMZN260410P00225000,2026-03-05 17:01:58,225.0,12.05,11.0,0,218.24,35.42,0.0,0.0,0.0,36.124,p
AMZN260410P00160000,2026-03-05 17:29:29,160.0,0.24,7.0,0,217.52,35.97,0.0,0.0,0.0,36.105,p
AMZN260410P00145000,2026-03-05 17:29:29,145.0,0.13,6.0,0,217.52,35.97,0.0,0.0,0.0,36.105,p
AMZN260410C00265000,2026-03-05 17:29:42,265.0,0.15,1.0,0,217.82,36.12,0.0,0.0,0.0,36.104,c
AMZN260410C00205000,2026-03-05 17:44:57,205.0,17.9,21.0,0,217.76,36.58,0.0,0.0,0.0,36.094,c
AMZN260410C00200000,2026-03-05 19:45:14,200.0,22.2,65.0,0,217.81,37.61,0.0,0.0,0.0,36.01,c
AMZN260410P00185000,2026-03-05 20:10:28,185.0,1.39,139.0,0,218.75,36.55,0.0,0.0,0.0,35.993,p
AMZN260410P00180000,2026-03-05 20:10:46,180.0,1.04,49.0,0,218.65,36.51,0.0,0.0,0.0,35.993,p
AMZN260410P00175000,2026-03-05 20:11:20,175.0,0.77,10.0,0,218.65,36.51,0.0,0.0,0.0,35.992,p
AMZN260410C00210000,2026-03-05 20:25:56,210.0,15.35,131.0,0,219.07,36.05,0.0,0.0,0.0,35.982,c
AMZN260410C00190000,2026-03-05 20:26:20,190.0,31.75,21.0,0,219.07,36.05,0.0,0.0,0.0,35.982,c
AMZN260410P00170000,2026-03-05 20:31:08,170.0,0.53,16.0,0,219.158,36.0,0.0,0.0,0.0,35.978,p
AMZN260410C00250000,2026-03-05 20:31:22,250.0,0.75,248.0,0,219.158,36.0,0.0,0.0,0.0,35.978,c
AMZN260410C00195000,2026-03-05 20:39:25,195.0,27.56,1.0,0,219.485,35.78,0.0,0.0,0.0,35.973,c
AMZN260410C00215000,2026-03-05 20:45:35,215.0,11.86,355.0,0,219.17,35.65,0.0,0.0,0.0,35.968,c
AMZN260410C00260000,2026-03-05 20:52:30,260.0,0.27,29.0,0,219.44,35.27,0.0,0.0,0.0,35.964,c
AMZN260410C00220000,2026-03-05 20:54:55,220.0,8.89,299.0,0,218.83,35.36,0.0,0.0,0.0,35.962,c
AMZN260410P00200000,2026-03-05 20:55:03,200.0,2.88,92.0,0,218.83,35.36,0.0,0.0,0.0,35.962,p
AMZN260410C00235000,2026-03-05 20:56:52,235.0,2.82,125.0,0,218.86,35.24,0.0,0.0,0.0,35.961,c
AMZN260410C00255000,2026-03-05 20:57:46,255.0,0.41,123.0,0,218.93,35.19,0.0,0.0,0.0,35.96,c
AMZN260410P00190000,2026-03-05 20:57:48,190.0,1.63,620.0,0,218.93,35.19,0.0,0.0,0.0,35.96,p
AMZN260410P00195000,2026-03-05 20:57:48,195.0,2.17,375.0,0,218.93,35.19,0.0,0.0,0.0,35.96,p
AMZN260410C00245000,2026-03-05 20:58:32,245.0,1.11,181.0,0,218.87,35.19,0.0,0.0,0.0,35.959,c
AMZN260410C00240000,2026-03-05 20:58:34,240.0,1.81,409.0,0,218.87,35.19,0.0,0.0,0.0,35.959,c
