contractSymbol,lastTradeDate,strike,lastPrice,volume,inTheMoney,IV_yf,underlyingPriceAtTrade,impliedVolatility,riskFreeRate,volatilityIndex
SPY280616P00050000,2026-01-21 15:48:55+00:00,50.0,0.09,1.0,0,59.8637,,61.6415,0.0365,
SPY280616P00060000,2026-02-03 18:30:55+00:00,60.0,0.18,2.0,0,57.4223,,61.355,0.0365,
SPY280616P00065000,2025-12-15 14:30:00+00:00,65.0,0.22,,0,56.7875,,60.5958,0.0365,
SPY280616P00070000,2026-02-03 15:15:33+00:00,70.0,0.21,1.0,0,55.4204,,58.4005,0.0365,
SPY280616P00075000,2025-12-22 15:20:53+00:00,75.0,0.22,10.0,0,54.688,,56.926,0.0365,
SPY280616P00095000,2026-02-05 15:15:13+00:00,95.0,0.36,2.0,0,51.2212,,53.796,0.0365,
SPY280616P00100000,2025-12-15 16:30:51+00:00,100.0,0.46,1.0,0,50.6108,,53.9691,0.0365,
SPY280616P00110000,2026-02-04 16:54:18+00:00,110.0,0.46,3.0,0,49.6587,,51.3868,0.0365,
SPY280616P00120000,2025-12-16 16:33:51+00:00,120.0,0.72,,0,48.4624,,51.861,0.0365,
SPY280616P00130000,2026-01-30 20:48:15+00:00,130.0,0.68,6.0,0,47.3882,,49.2314,0.0365,
SPY280616P00135000,2026-02-09 14:31:09+00:00,135.0,0.82,44.0,0,46.8755,688.92,49.2718,0.0365,18.73
SPY280616P00140000,2026-02-09 15:04:54+00:00,140.0,0.88,132.0,0,46.4239,691.46,48.7728,0.0365,17.97
SPY280616P00145000,2025-12-29 20:02:57+00:00,145.0,0.98,1.0,0,45.7525,,48.4853,0.0365,
SPY280616P00150000,2026-02-06 15:16:07+00:00,150.0,1.03,1.0,0,45.3497,684.19,47.5708,0.0365,
SPY280616P00155000,2026-01-30 18:27:05+00:00,155.0,1.05,100.0,0,44.8004,,46.9936,0.0365,
SPY280616P00160000,2026-01-16 20:04:39+00:00,160.0,1.05,,0,44.3121,,46.0652,0.0365,
SPY280616P00165000,2026-01-16 20:05:04+00:00,165.0,1.12,941.0,0,43.8116,,45.5792,0.0365,
SPY280616P00180000,2026-01-12 20:40:33+00:00,180.0,1.46,8.0,0,42.4322,,44.7219,0.0365,
SPY280616P00190000,2025-12-23 17:12:42+00:00,190.0,1.71,,0,41.4557,,44.1347,0.0365,
SPY280616P00195000,2026-01-30 18:29:46+00:00,195.0,1.78,2.0,0,41.0956,,43.6035,0.0365,
SPY280616P00200000,2026-02-11 20:50:22+00:00,200.0,1.92,1.0,0,40.6866,692.32,43.3451,0.0365,17.64
SPY280616P00205000,2026-02-11 17:36:09+00:00,205.0,2.02,1.0,0,40.2716,693.17,42.949,0.0365,17.43
SPY280616P00210000,2026-02-03 17:23:25+00:00,210.0,2.06,1.0,0,39.8566,,42.28,0.0365,
SPY280616P00215000,2026-01-27 19:04:47+00:00,215.0,2.11,3.0,0,39.4354,,41.6994,0.0365,
SPY280616P00220000,2026-01-27 18:02:11+00:00,220.0,2.23,15.0,0,39.0387,,41.3455,0.0365,
SPY280616P00225000,2026-02-02 14:43:12+00:00,225.0,2.41,13.0,0,38.6664,,41.1585,0.0365,
SPY280616P00230000,2026-02-02 14:43:12+00:00,230.0,2.54,13.0,0,38.288,,40.8122,0.0365,
SPY280616P00240000,2026-02-04 20:32:28+00:00,240.0,2.87,1.0,0,37.5189,,40.276,0.0365,
SPY280616P00245000,2025-12-30 20:12:28+00:00,245.0,2.96,,0,37.1283,,39.8123,0.0365,
SPY280616P00250000,2026-01-28 15:51:33+00:00,250.0,3.07,5.0,0,36.7987,,39.3986,0.0365,
SPY280616P00260000,2025-12-30 14:36:10+00:00,260.0,3.38,1.0,0,36.048,,38.7654,0.0365,
SPY280616P00265000,2026-01-21 15:43:21+00:00,265.0,3.55,10.0,0,35.7245,,38.4705,0.0365,
SPY280616P00270000,2026-01-05 14:39:30+00:00,270.0,3.63,1.0,0,35.3766,,37.9933,0.0365,
SPY280616P00275000,2025-12-12 17:27:09+00:00,275.0,4.24,,0,35.0257,,38.4948,0.0365,
SPY280616P00280000,2026-02-11 17:07:46+00:00,280.0,4.14,3.0,0,34.7052,692.075,37.694,0.0365,17.83
SPY280616P00285000,2026-02-11 17:07:46+00:00,285.0,4.32,3.0,0,34.3634,692.075,37.3881,0.0365,17.83
SPY280616P00295000,2026-01-12 15:52:11+00:00,295.0,4.4,1.0,0,33.7012,,36.3082,0.0365,
SPY280616P00300000,2026-01-30 20:48:15+00:00,300.0,4.85,6.0,0,33.3777,,36.4245,0.0365,
SPY280616P00305000,2026-01-30 20:48:15+00:00,305.0,5.04,6.0,0,33.0512,,36.1184,0.0365,
SPY280616P00310000,2026-01-16 19:00:43+00:00,310.0,4.92,7.0,0,32.7369,,35.3594,0.0365,
SPY280616P00315000,2026-01-16 19:00:53+00:00,315.0,5.11,7.0,0,32.4287,,35.0614,0.0365,
SPY280616P00320000,2026-02-09 15:41:27+00:00,320.0,5.5,150.0,0,32.1174,693.37,35.0912,0.0365,17.25
SPY280616P00325000,2026-02-10 15:56:13+00:00,325.0,5.75,1.0,0,31.8153,694.98,34.924,0.0365,17.45
SPY280616P00330000,2026-02-06 19:38:36+00:00,330.0,6.1,1.0,0,31.507,689.2001,34.561,0.0365,
SPY280616P00340000,2026-01-26 14:30:00+00:00,340.0,6.23,1.0,0,30.915,,33.7291,0.0365,
SPY280616P00345000,2026-01-27 19:38:51+00:00,345.0,6.47,1.0,0,30.6281,,33.4668,0.0365,
SPY280616P00350000,2026-02-11 19:26:06+00:00,350.0,7.0,1.0,0,30.3474,693.8,33.6018,0.0365,17.15
SPY280616P00355000,2026-01-13 15:15:04+00:00,355.0,6.96,5.0,0,30.062,,32.939,0.0365,
SPY280616P00360000,2026-01-26 14:30:00+00:00,360.0,7.22,1.0,0,29.7813,,32.6843,0.0365,
SPY280616P00365000,2026-01-02 18:06:27+00:00,365.0,7.86,1.0,0,29.5051,,32.8077,0.0365,
SPY280616P00370000,2026-01-26 14:30:00+00:00,370.0,7.77,1.0,0,29.235,,32.1905,0.0365,
SPY280616P00375000,2025-12-29 15:42:55+00:00,375.0,8.27,171.0,0,29.026,,32.1504,0.0365,
SPY280616P00380000,2026-01-26 14:30:00+00:00,380.0,8.35,1.0,0,28.7025,,31.7052,0.0365,
SPY280616P00385000,2026-01-12 16:51:03+00:00,385.0,8.49,,0,28.4416,,31.3191,0.0365,
SPY280616P00390000,2026-02-05 15:36:59+00:00,390.0,10.3,12.0,0,28.1837,,32.3627,0.0365,
SPY280616P00395000,2026-02-11 17:07:46+00:00,395.0,9.75,3.0,0,27.9281,692.075,31.3935,0.0365,17.83
SPY280616P00400000,2026-02-09 17:09:45+00:00,400.0,9.87,1.0,0,27.6741,695.39,31.1369,0.0365,17.07
SPY280616P00405000,2026-01-07 19:10:49+00:00,405.0,10.09,1.0,0,27.4299,,30.6463,0.0365,
SPY280616P00410000,2026-02-09 18:52:18+00:00,410.0,10.58,1.0,0,27.1797,694.92,30.6675,0.0365,17.08
SPY280616P00415000,2026-01-14 19:32:49+00:00,415.0,11.26,7.0,0,26.9386,,30.5356,0.0365,
SPY280616P00420000,2026-01-06 18:23:50+00:00,420.0,11.26,8.0,0,26.6975,,30.0338,0.0365,
SPY280616P00425000,2026-01-30 18:29:46+00:00,425.0,12.14,2.0,0,26.4572,,30.1628,0.0365,
SPY280616P00430000,2026-02-05 14:56:35+00:00,430.0,13.31,1.0,0,26.2176,,30.4566,0.0365,
SPY280616P00435000,2026-01-30 17:12:41+00:00,435.0,13.06,2.0,0,25.9849,,29.7888,0.0365,
SPY280616P00440000,2026-02-06 16:14:47+00:00,440.0,13.64,1.0,0,25.7576,687.39,29.4361,0.0365,
SPY280616P00445000,2026-02-11 15:10:14+00:00,445.0,13.82,1.0,0,25.5295,692.61,29.3205,0.0365,17.9
SPY280616P00450000,2026-02-06 15:55:30+00:00,450.0,14.9,1.0,0,25.3013,685.72,29.1339,0.0365,
SPY280616P00455000,2025-12-22 20:32:12+00:00,455.0,14.66,1.0,0,25.1579,,28.8201,0.0365,
SPY280616P00460000,2026-02-06 19:07:54+00:00,460.0,15.41,4.0,0,24.8527,689.265,28.6315,0.0365,
SPY280616P00465000,2026-01-13 15:15:04+00:00,465.0,15.1,5.0,0,24.6323,,28.1054,0.0365,
SPY280616P00470000,2025-12-12 16:08:22+00:00,470.0,17.75,,0,24.4949,,29.0942,0.0365,
