contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,inTheMoney,IV_yf,underlyingPriceAtTrade,impliedVolatility,riskFreeRate,volatilityIndex
AMZN260320P00085000,2026-02-24 20:07:08+00:00,85.0,0.01,300.0,1087,0,109.3755,209.35,115.4551,0.0364,36.4
AMZN260320P00090000,2026-02-23 18:25:38+00:00,90.0,0.01,550.0,874,0,109.3755,204.51,103.4609,0.0364,37.04
AMZN260320P00095000,2026-02-24 15:10:25+00:00,95.0,0.01,400.0,907,0,103.1255,206.47,99.837,0.0364,36.72
AMZN260320P00100000,2026-02-25 20:26:44+00:00,100.0,0.01,100.0,377,0,99.2188,210.3,98.2622,0.0364,35.2
AMZN260320P00105000,2026-02-13 20:27:18+00:00,105.0,0.01,5.0,706,0,90.6251,,74.4919,0.0364,
AMZN260320P00110000,2026-02-24 14:48:24+00:00,110.0,0.01,1.0,1421,0,84.3752,206.525,81.9459,0.0364,36.61
AMZN260320P00115000,2026-02-25 17:25:34+00:00,115.0,0.02,4.0,463,0,79.6877,209.5634,85.1764,0.0364,35.18
AMZN260320P00120000,2026-02-25 17:25:54+00:00,120.0,0.03,6.0,1192,0,80.4689,209.5634,82.7139,0.0364,35.18
AMZN260320P00125000,2026-02-25 20:36:14+00:00,125.0,0.06,7.0,1489,0,79.4924,210.23,83.6723,0.0364,35.14
AMZN260320P00130000,2026-02-23 18:41:10+00:00,130.0,0.04,10.0,2213,0,67.9691,204.085,67.4474,0.0364,37.23
AMZN260320P00135000,2026-02-25 18:06:22+00:00,135.0,0.04,12.0,1603,0,67.9691,209.2799,68.3695,0.0364,35.47
AMZN260320P00140000,2026-02-24 19:21:40+00:00,140.0,0.05,1.0,4601,0,63.4769,208.865,63.1671,0.0364,36.53
AMZN260320P00145000,2026-02-24 20:45:39+00:00,145.0,0.07,7.0,7764,0,60.5473,208.4941,60.3044,0.0364,36.58
AMZN260320P00150000,2026-02-25 20:54:58+00:00,150.0,0.08,630.0,10872,0,57.9106,210.4915,58.8258,0.0364,34.83
AMZN260320P00155000,2026-02-25 20:21:44+00:00,155.0,0.11,1213.0,5656,0,60.059,210.255,55.8215,0.0364,35.12
AMZN260320P00160000,2026-02-25 20:59:19+00:00,160.0,0.15,73.0,11380,0,50.8794,210.66,53.3037,0.0364,34.69
AMZN260320P00165000,2026-02-25 20:48:00+00:00,165.0,0.21,61.0,6431,0,49.3169,210.405,50.456,0.0364,34.96
AMZN260320P00170000,2026-02-25 20:59:20+00:00,170.0,0.27,241.0,10613,0,46.5826,210.66,47.3244,0.0364,34.69
AMZN260320P00175000,2026-02-25 20:59:20+00:00,175.0,0.4,378.0,15712,0,44.0435,210.66,45.133,0.0364,34.69
AMZN260320P00180000,2026-02-25 20:58:18+00:00,180.0,0.57,627.0,16084,0,41.6266,210.6301,42.5755,0.0364,34.76
AMZN260320P00185000,2026-02-25 20:59:09+00:00,185.0,0.85,606.0,8932,0,39.3317,210.66,40.5199,0.0364,34.69
AMZN260320P00190000,2026-02-25 20:57:37+00:00,190.0,1.25,689.0,20469,0,37.2931,210.6301,38.2953,0.0364,34.76
AMZN260320P00195000,2026-02-25 20:59:08+00:00,195.0,1.9,949.0,19941,0,36.7072,210.66,36.6497,0.0364,34.69
AMZN260320P00200000,2026-02-25 20:59:09+00:00,200.0,2.85,2173.0,45745,0,34.3024,210.66,35.0342,0.0364,34.69
AMZN260320P00205000,2026-02-25 20:59:53+00:00,205.0,4.25,1285.0,12325,0,33.2038,210.66,33.7435,0.0364,34.69
AMZN260320P00210000,2026-02-25 20:59:56+00:00,210.0,6.14,688.0,19451,0,30.9455,210.66,32.4102,0.0364,34.69
AMZN260320P00215000,2026-02-25 20:59:56+00:00,215.0,8.69,373.0,8847,1,29.4807,210.66,31.5056,0.0364,34.69
AMZN260320P00220000,2026-02-25 20:54:23+00:00,220.0,11.85,147.0,21945,1,28.6506,210.545,30.2545,0.0364,34.83
AMZN260320P00225000,2026-02-25 20:41:27+00:00,225.0,15.9,103.0,6830,1,27.7107,210.39,30.7561,0.0364,35.03
AMZN260320P00230000,2026-02-25 20:38:09+00:00,230.0,20.45,80.0,7587,1,29.9812,210.38,33.309,0.0364,35.11
AMZN260320P00235000,2026-02-25 20:37:50+00:00,235.0,25.0,328.0,8610,1,31.7634,210.38,34.4562,0.0364,35.11
AMZN260320P00240000,2026-02-25 19:28:13+00:00,240.0,30.15,7.0,7872,1,45.2764,209.97,36.5609,0.0364,35.43
AMZN260320P00245000,2026-02-24 14:50:09+00:00,245.0,38.6,100.0,368,1,51.3921,206.46,42.9167,0.0364,36.59
AMZN260320P00250000,2026-02-25 20:20:41+00:00,250.0,39.7,1070.0,573,1,43.7261,210.39,44.3708,0.0364,35.1
AMZN260320P00255000,2026-02-25 20:25:26+00:00,255.0,43.95,90.0,13,1,47.5591,210.3,,0.0364,35.2
AMZN260320P00260000,2026-02-25 20:25:26+00:00,260.0,49.11,1814.0,203,1,51.27,210.3,,0.0364,35.2
AMZN260320P00265000,2026-02-25 20:25:26+00:00,265.0,54.31,1230.0,102,1,50.5376,210.3,45.3281,0.0364,35.2
AMZN260320P00270000,2026-02-09 20:50:00+00:00,270.0,60.9,675.0,0,1,72.2415,,62.0343,0.0364,
AMZN260320P00275000,2026-02-10 20:02:32+00:00,275.0,66.93,3.0,0,1,53.7114,,72.853,0.0364,
AMZN260320P00280000,2026-02-06 20:12:38+00:00,280.0,72.15,1035.0,0,1,79.7365,,74.3237,0.0364,
AMZN260320P00285000,2026-02-06 20:12:38+00:00,285.0,80.35,230.0,0,1,83.8869,,94.3738,0.0364,
AMZN260320P00290000,2026-02-06 20:12:38+00:00,290.0,82.36,3160.0,0,1,62.3539,,81.7917,0.0364,
AMZN260320P00295000,2026-01-23 16:24:24+00:00,295.0,56.24,50.0,0,1,50.9771,,,0.0364,
AMZN260320P00300000,2026-02-06 16:06:46+00:00,300.0,95.26,5.0,0,1,53.1255,,103.3661,0.0364,
AMZN260320P00305000,2026-02-06 16:12:53+00:00,305.0,99.5,1.0,0,1,97.2901,,102.4884,0.0364,
AMZN260320P00310000,2026-02-02 19:47:15+00:00,310.0,66.28,1.0,0,1,99.8047,,,0.0364,
AMZN260320P00315000,2025-12-30 15:22:08+00:00,315.0,83.68,2.0,0,1,0.001,,,0.0364,
AMZN260320P00320000,2025-12-29 19:42:06+00:00,320.0,88.42,2.0,0,1,0.001,,,0.0364,
AMZN260320P00325000,2025-11-11 20:55:00+00:00,325.0,76.1,2.0,0,1,0.001,,,0.0364,
AMZN260320P00330000,2025-11-10 18:45:03+00:00,330.0,81.55,2.0,0,1,0.001,,,0.0364,
AMZN260320P00335000,2025-11-10 15:10:53+00:00,335.0,85.85,,0,1,0.001,,,0.0364,
AMZN260320P00340000,2025-11-18 16:48:31+00:00,340.0,114.7,15.0,0,1,0.001,,,0.0364,
AMZN260320P00345000,2025-10-29 13:51:19+00:00,345.0,115.4,,0,1,0.001,,,0.0364,
AMZN260320P00350000,2025-11-26 20:54:30+00:00,350.0,120.7,1.0,0,1,0.001,,,0.0364,
AMZN260320P00355000,2025-11-21 14:54:32+00:00,355.0,136.98,1.0,0,1,0.001,,,0.0364,
AMZN260320P00360000,2025-11-20 20:53:53+00:00,360.0,142.47,1.0,0,1,0.001,,,0.0364,
AMZN260320P00370000,2026-02-03 18:24:53+00:00,370.0,133.5,1.0,0,1,80.0783,,,0.0364,
