iter	RMSE
0	0.397730471
1	0.3069077766
2	0.2422578314
3	0.1956684391
4	0.1662880144
5	0.1442837576
6	0.1281674093
7	0.1175502108
8	0.1099377609
9	0.1040464785
10	0.09961744097
11	0.09640133174
12	0.09220258052
13	0.08952353854
14	0.08705299322
15	0.08550206092
16	0.08407128322
17	0.08246829808
18	0.08054455747
19	0.0794739634
20	0.07863867458
21	0.07775963316
22	0.07666427451
23	0.07619068573
24	0.07493768389
25	0.07389743206
26	0.07268080228
27	0.07152608147
28	0.07063995766
29	0.07005127027
30	0.06941487882
31	0.0685470804
32	0.06818582025
33	0.06768475286
34	0.06718811881
35	0.06667681393
36	0.06618234238
37	0.0657044881
38	0.06534863958
39	0.06491964349
40	0.06448467864
41	0.0641436198
42	0.0636573811
43	0.06334441551
44	0.06295312879
45	0.06253176579
46	0.06224973512
47	0.06200353069
48	0.06159599595
49	0.06113367041
50	0.06067662191
51	0.06032986705
52	0.06017954525
53	0.05981531288
54	0.05943818556
55	0.05925193635
56	0.05885216526
57	0.05858108104
58	0.05826857368
59	0.05806619178
60	0.05778597505
61	0.05755927269
62	0.057432811
63	0.05716010834
64	0.05696667373
65	0.05668110859
66	0.0563683078
67	0.05609104266
68	0.05596533572
69	0.05578003822
70	0.05559426244
71	0.0554068467
72	0.05524431886
73	0.05498687318
74	0.05485435222
75	0.05458461107
76	0.05445748943
77	0.05420055658
78	0.05404458285
79	0.05389422088
80	0.05374437969
81	0.05360933881
82	0.05345692235
83	0.05327170765
84	0.05318614077
85	0.0530180373
86	0.05287428008
87	0.05274620927
88	0.052618802
89	0.05245880533
90	0.05232440784
91	0.05222223694
92	0.05214785658
93	0.05198256329
94	0.05186708913
95	0.05173823164
96	0.05165149772
97	0.05151312534
98	0.05137491906
99	0.05115427927
100	0.05106289358
101	0.05090855258
102	0.05079469796
103	0.05067771071
104	0.05056798989
105	0.05042501589
106	0.05027564398
107	0.05004926689
108	0.0499513871
109	0.04988195366
110	0.04980769776
111	0.04971408837
112	0.04961553704
113	0.04953710996
114	0.04945836374
115	0.04940208301
116	0.04928576078
117	0.04919974152
118	0.04907783384
119	0.04895250143
120	0.04882144745
121	0.04874184321
122	0.04859297938
123	0.0485334008
124	0.04845852819
125	0.04834645327
126	0.04825249367
127	0.04820024209
128	0.04811659057
129	0.0480487729
130	0.04794464745
131	0.04787635773
132	0.04781816373
133	0.04776171927
134	0.04771002184
135	0.04765711592
136	0.04752177101
137	0.04748779745
138	0.04741776784
139	0.0473407871
140	0.04727105658
141	0.04720338445
142	0.04714012465
143	0.0470398602
144	0.04698757123
145	0.04692504969
146	0.04686925765
147	0.04680369745
148	0.04673887562
149	0.04666562382
150	0.04657935992
151	0.04650868658
152	0.04645442686
153	0.04632525954
154	0.04620306729
155	0.04613842589
156	0.04607965689
157	0.04601734714
158	0.04595734647
159	0.04588982845
160	0.04580464737
161	0.04574571085
162	0.04569146598
163	0.04560248362
164	0.04555048602
165	0.04550787043
166	0.04547374736
167	0.04540693015
168	0.04530492446
169	0.04526120956
170	0.0451976219
171	0.04513854568
172	0.04507422055
173	0.04500337664
174	0.04494973079
175	0.04488054789
176	0.04483512987
177	0.04477666522
178	0.04473421886
179	0.0446547642
180	0.04460418476
181	0.0445541023
182	0.04452185318
183	0.04449138916
184	0.04446570249
185	0.04441935207
186	0.04433645684
187	0.04429892873
188	0.04421688117
189	0.04415568633
190	0.04410550008
191	0.04404326803
192	0.04396080422
193	0.04390405215
194	0.04377232297
195	0.04368970687
196	0.04364963123
197	0.04361993828
198	0.04356612812
199	0.04353129561
200	0.04349759738
201	0.04347336344
202	0.04344046213
203	0.04339712257
204	0.04336008575
205	0.04327856994
206	0.04323575588
207	0.04317873328
208	0.04312439243
209	0.04306930984
210	0.04299929438
211	0.0429545651
212	0.04292240002
213	0.0428856163
214	0.0428461415
215	0.04279159758
216	0.04275551791
217	0.04265741727
218	0.04261626595
219	0.04258714831
220	0.04254892273
221	0.04248878092
222	0.04242287481
223	0.04238722685
224	0.04233889355
225	0.04228755424
226	0.04221690305
227	0.04217382232
228	0.0421236705
229	0.04208910808
230	0.04203861877
231	0.04200755012
232	0.04197655735
233	0.0419579583
234	0.04192338636
235	0.04185466537
236	0.04181515676
237	0.04177099551
238	0.04172423534
239	0.04166799701
240	0.04164136182
241	0.04159486378
242	0.04155708788
243	0.04152224955
244	0.04147959245
245	0.04145172942
246	0.04139591264
247	0.04133526157
248	0.04129490163
249	0.04127695798
250	0.04124882393
251	0.04122904148
252	0.04119946688
253	0.04117528029
254	0.04115082241
255	0.04110415796
256	0.04108557002
257	0.04103617002
258	0.04100939608
259	0.04098236002
260	0.04095644289
261	0.0409232565
262	0.04090361693
263	0.04085656765
264	0.0408175503
265	0.04078057632
266	0.04075955107
267	0.04068592852
268	0.04065970208
269	0.04064607421
270	0.04056096981
271	0.04052372275
272	0.04048893563
273	0.04046296858
274	0.04043492594
275	0.04038433278
276	0.04032955586
277	0.04029407917
278	0.04028138978
279	0.04025088779
280	0.04020120018
281	0.04016799899
282	0.04011101601
283	0.0400862288
284	0.04002768726
285	0.04000575289
286	0.03994824668
287	0.03992489601
288	0.03990515171
289	0.03985531321
290	0.03982291066
