contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
GOOG260424C00355000,2026-03-05 15:32:58,355.0,1.73,,15,299.635,35.97,0.0,1.76,1.76,50.185,c
GOOG260424P00350000,2026-03-05 15:51:05,350.0,51.2,,2,300.35,35.27,49.5,53.2,3.7,50.173,p
GOOG260424C00275000,2026-03-05 17:32:42,275.0,31.1,,1,298.45,36.02,30.05,33.05,3.0,50.102,c
GOOG260424P00255000,2026-03-05 20:04:17,255.0,3.09,,5,299.45,35.99,1.19,4.95,3.76,49.997,p
GOOG260424P00250000,2026-03-05 20:04:17,250.0,2.57,,363,299.45,35.99,1.54,4.4,2.86,49.997,p
GOOG260424P00325000,2026-03-05 20:53:12,325.0,28.5,,3,300.41,34.75,28.15,31.7,3.55,49.963,p
GOOG260424C00350000,2026-03-06 14:30:19,350.0,1.7,1.0,2,295.73,36.98,1.0,2.2,1.2,49.229,c
GOOG260424P00315000,2026-03-06 16:47:52,315.0,23.24,30.0,30,299.721,35.77,21.6,24.6,3.0,49.133,p
GOOG260424C00250000,2026-03-06 19:51:05,250.0,52.25,2.0,2,298.02,36.92,51.0,54.45,3.45,49.006,c
GOOG260424C00370000,2026-03-06 19:59:08,370.0,0.75,20.0,20,298.5,36.94,0.0,2.6,2.6,49.001,c
GOOG260424P00335000,2026-03-06 20:05:08,335.0,38.2,5.0,5,299.38,36.7,36.05,39.75,3.7,48.996,p
GOOG260424P00235000,2026-03-06 20:35:20,235.0,1.78,17.0,17,297.72,38.02,0.0,3.35,3.35,48.975,p
GOOG260424C00280000,2026-03-06 20:35:23,280.0,27.5,1.0,1,297.72,38.02,26.75,29.3,2.55,48.975,c
GOOG260424P00260000,2026-03-06 20:39:25,260.0,4.5,21.0,22,297.86,38.13,2.92,5.0,2.08,48.973,p
GOOG260424C00290000,2026-03-09 13:56:49,290.0,19.52,5.0,11,295.555,38.95,20.0,22.4,2.4,46.252,c
GOOG260424P00265000,2026-03-09 14:04:33,265.0,5.63,9.0,2,296.02,38.27,3.55,5.6,2.05,46.247,p
GOOG260424P00310000,2026-03-09 14:19:25,310.0,21.0,20.0,1,297.31,38.44,18.55,21.5,2.95,46.237,p
GOOG260424P00285000,2026-03-09 14:22:57,285.0,9.75,4.0,3,297.931,38.28,7.75,9.65,1.9,46.234,p
GOOG260424P00290000,2026-03-09 14:23:00,290.0,10.88,24.0,24,297.931,38.28,9.3,10.7,1.4,46.234,p
GOOG260424C00320000,2026-03-09 14:31:15,320.0,6.53,18.0,22,297.37,38.43,5.8,7.8,2.0,46.228,c
GOOG260424C00305000,2026-03-09 14:33:08,305.0,13.75,12.0,17,297.345,38.47,11.5,13.75,2.25,46.227,c
GOOG260424P00270000,2026-03-09 14:34:17,270.0,5.74,4.0,3,297.51,38.46,4.4,5.7,1.3,46.226,p
GOOG260424C00310000,2026-03-09 14:39:26,310.0,10.19,4.0,19,297.905,38.14,9.3,11.5,2.2,46.223,c
GOOG260424C00345000,2026-03-09 14:40:44,345.0,1.49,2.0,3,298.3,37.85,1.44,2.51,1.07,46.222,c
GOOG260424C00340000,2026-03-09 14:42:34,340.0,2.45,2.0,81,297.96,37.85,1.97,3.6,1.63,46.22,c
GOOG260424C00295000,2026-03-09 14:54:00,295.0,18.0,7.0,4,299.29,37.19,16.8,18.65,1.85,46.212,c
GOOG260424C00315000,2026-03-09 14:59:30,315.0,8.44,2.0,10,298.975,36.96,7.25,9.95,2.7,46.209,c
GOOG260424P00275000,2026-03-09 15:02:03,275.0,6.32,7.0,6,299.43,36.87,5.2,7.3,2.1,46.207,p
GOOG260424C00325000,2026-03-09 15:07:00,325.0,5.45,26.0,2,299.115,36.68,4.45,6.4,1.95,46.203,c
GOOG260424P00280000,2026-03-09 15:19:06,280.0,7.51,4.0,5,299.3,36.48,6.45,8.4,1.95,46.195,p
GOOG260424P00300000,2026-03-09 15:24:45,300.0,14.36,104.0,23,299.45,36.3,14.0,15.7,1.7,46.191,p
GOOG260424C00300000,2026-03-09 15:32:57,300.0,15.0,10.0,30,299.165,36.31,14.15,15.9,1.75,46.185,c
GOOG260424P00295000,2026-03-09 15:34:56,295.0,12.5,4009.0,10,298.83,36.4,11.75,13.3,1.55,46.184,p
GOOG260424C00335000,2026-03-09 15:36:24,335.0,3.38,7.0,21,298.89,36.37,2.56,4.55,1.99,46.183,c
GOOG260424C00330000,2026-03-09 15:39:23,330.0,4.43,4.0,4,299.1,36.31,3.4,5.5,2.1,46.181,c
GOOG260410C00275000,2026-03-02 16:08:21,275.0,34.7,1.0,1,297.77,38.71,28.25,30.0,1.75,39.161,c
