contractSymbol,lastTradeDate,strike,lastPrice,volume,underlyingPriceAtTrade,volatilityIndex,bid_ask_spread,optionType
GOOG260327P00250000,2026-02-25 14:55:42+00:00,250.0,0.6,12.0,313.26,33.97,0.04,p
GOOG260327P00255000,2026-02-25 14:48:14+00:00,255.0,0.7,5.0,313.22,33.98,0.05,p
GOOG260327P00260000,2026-02-25 16:15:08+00:00,260.0,0.96,9.0,310.14,34.09,0.05,p
GOOG260327P00265000,2026-02-25 15:58:53+00:00,265.0,1.23,8.0,309.96,34.17,0.05,p
GOOG260327P00270000,2026-02-24 19:01:35+00:00,270.0,1.62,1.0,310.48,34.9,0.06,p
GOOG260327P00275000,2026-02-25 16:46:26+00:00,275.0,1.81,34.0,311.13,33.75,0.07,p
GOOG260327P00280000,2026-02-25 16:25:59+00:00,280.0,2.48,123.0,310.35,34.05,0.07,p
GOOG260327P00285000,2026-02-25 16:26:26+00:00,285.0,3.15,50.0,310.35,34.05,0.11,p
GOOG260327P00290000,2026-02-25 16:36:56+00:00,290.0,3.98,118.0,310.79,33.84,0.1,p
GOOG260327P00295000,2026-02-25 16:16:38+00:00,295.0,5.3,233.0,310.446,34.09,0.1,p
GOOG260327P00300000,2026-02-25 16:16:38+00:00,300.0,6.71,211.0,310.446,34.09,0.15,p
GOOG260327P00305000,2026-02-25 15:47:06+00:00,305.0,8.57,34.0,310.28,34.2,0.1,p
GOOG260327P00310000,2026-02-25 16:45:41+00:00,310.0,10.1,20.0,311.13,33.75,0.15,p
GOOG260327P00315000,2026-02-25 15:54:17+00:00,315.0,13.45,23.0,309.85,34.28,0.15,p
GOOG260327P00320000,2026-02-24 16:22:47+00:00,320.0,16.22,3.0,310.832,34.96,0.2,p
GOOG260327P00325000,2026-02-23 14:30:48+00:00,325.0,15.4,6.0,318.3,35.51,0.25,p
GOOG260327P00330000,2026-02-24 14:30:01+00:00,330.0,23.2,4.0,309.88,37.04,3.0,p
GOOG260327P00335000,2026-02-24 17:15:06+00:00,335.0,26.65,2.0,311.43,34.64,2.55,p
GOOG260327P00340000,2026-02-20 16:11:31+00:00,340.0,29.35,15.0,314.8,35.12,2.95,p
GOOG260327P00345000,2026-02-23 19:43:10+00:00,345.0,34.94,2.0,311.315,36.96,3.5,p
GOOG260327P00350000,2026-02-18 20:59:35+00:00,350.0,46.02,1.0,301.3,36.57,2.75,p
GOOG260327P00355000,2026-02-06 15:00:01+00:00,355.0,35.75,1.0,301.3,36.57,2.7,p
GOOG260327P00360000,2026-02-12 16:50:34+00:00,360.0,46.0,19.0,301.3,36.57,3.35,p
GOOG260327P00370000,2026-02-09 14:30:06+00:00,370.0,50.49,,301.3,36.57,2.75,p
GOOG260402C00200000,2026-02-18 15:38:15+00:00,200.0,104.15,,301.3,36.57,4.05,c
GOOG260402C00235000,2026-02-18 17:17:19+00:00,235.0,71.32,,301.3,36.57,3.05,c
GOOG260402C00240000,2026-02-23 15:20:51+00:00,240.0,77.35,5.0,316.42,35.25,3.35,c
GOOG260402C00250000,2026-02-23 14:40:02+00:00,250.0,69.3,,316.3,35.63,3.05,c
GOOG260402C00270000,2026-02-17 16:18:22+00:00,270.0,37.45,,301.3,36.57,2.9,c
GOOG260402C00275000,2026-02-13 15:39:29+00:00,275.0,37.3,,301.3,36.57,3.15,c
GOOG260402C00280000,2026-02-24 16:27:59+00:00,280.0,34.88,4.0,311.1,34.95,2.6,c
GOOG260402C00285000,2026-02-20 20:52:23+00:00,285.0,35.0,1.0,315.115,35.53,2.85,c
GOOG260402C00290000,2026-02-23 14:59:16+00:00,290.0,31.39,2.0,315.33,35.4,3.35,c
GOOG260402C00295000,2026-02-24 16:12:00+00:00,295.0,23.42,14.0,311.09,34.88,3.1,c
GOOG260402C00300000,2026-02-24 16:13:09+00:00,300.0,20.05,122.0,311.31,34.86,0.25,c
GOOG260402C00305000,2026-02-25 16:37:23+00:00,305.0,16.05,45.0,310.79,33.84,0.3,c
GOOG260402C00310000,2026-02-25 16:15:36+00:00,310.0,12.9,54.0,310.29,34.07,0.2,c
GOOG260402C00315000,2026-02-25 16:41:08+00:00,315.0,10.7,230.0,311.25,33.77,0.2,c
GOOG260402C00320000,2026-02-25 16:34:52+00:00,320.0,8.42,2.0,310.78,33.82,0.25,c
GOOG260402C00325000,2026-02-25 15:57:27+00:00,325.0,6.28,56.0,309.75,34.36,0.2,c
GOOG260402C00330000,2026-02-25 16:49:59+00:00,330.0,5.0,9.0,311.23,33.74,0.15,c
GOOG260402C00335000,2026-02-25 15:47:25+00:00,335.0,3.76,3.0,310.28,34.2,0.25,c
GOOG260402C00340000,2026-02-25 16:18:16+00:00,340.0,2.8,49.0,310.25,34.06,0.18,c
GOOG260402C00345000,2026-02-25 15:47:35+00:00,345.0,2.1,11.0,310.298,34.23,0.16,c
GOOG260402C00350000,2026-02-25 16:46:55+00:00,350.0,1.6,5.0,310.9,33.76,0.15,c
GOOG260402C00355000,2026-02-25 16:46:55+00:00,355.0,1.22,2.0,310.9,33.76,0.14,c
GOOG260402C00360000,2026-02-25 15:26:29+00:00,360.0,1.0,198.0,311.87,33.81,0.11,c
GOOG260402C00365000,2026-02-25 15:55:01+00:00,365.0,0.73,1.0,309.9,34.59,0.11,c
GOOG260402C00370000,2026-02-25 14:56:37+00:00,370.0,0.65,2.0,313.19,34.05,0.08,c
GOOG260402C00375000,2026-02-23 15:29:37+00:00,375.0,0.7,1.0,315.62,35.26,0.09,c
GOOG260402C00380000,2026-02-23 18:49:22+00:00,380.0,0.5,5.0,313.785,35.52,0.1,c
GOOG260402C00385000,2026-02-20 16:16:54+00:00,385.0,0.5,1.0,314.43,35.46,0.09,c
GOOG260402C00390000,2026-02-20 19:45:41+00:00,390.0,0.44,7.0,315.35,34.1,0.09,c
GOOG260402C00395000,2026-02-20 19:45:41+00:00,395.0,0.36,5.0,315.35,34.1,0.08,c
GOOG260402C00400000,2026-02-25 14:30:02+00:00,400.0,0.18,1.0,311.52,34.69,0.08,c
GOOG260402C00410000,2026-02-17 19:48:19+00:00,410.0,0.12,,301.3,36.57,0.1,c
GOOG260402C00450000,2026-02-20 15:31:24+00:00,450.0,0.06,10.0,311.44,34.51,0.08,c
GOOG260402P00205000,2026-02-23 15:48:52+00:00,205.0,0.11,2.0,314.645,35.58,0.09,p
GOOG260402P00215000,2026-02-23 17:28:19+00:00,215.0,0.22,6.0,313.88,36.08,0.1,p
GOOG260402P00220000,2026-02-20 15:45:12+00:00,220.0,0.26,1.0,314.27,35.45,0.09,p
GOOG260402P00225000,2026-02-24 19:53:56+00:00,225.0,0.31,91.0,311.01,35.09,0.1,p
GOOG260402P00230000,2026-02-24 14:51:19+00:00,230.0,0.49,3.0,308.35,36.08,0.09,p
GOOG260402P00235000,2026-02-23 15:54:12+00:00,235.0,0.51,3.0,313.829,35.9,0.08,p
GOOG260402P00240000,2026-02-25 16:14:37+00:00,240.0,0.52,5.0,310.14,34.09,0.07,p
GOOG260402P00245000,2026-02-24 19:53:56+00:00,245.0,0.64,1.0,311.01,35.09,0.09,p
GOOG260402P00250000,2026-02-25 15:44:20+00:00,250.0,0.8,1.0,310.345,34.24,0.09,p
GOOG260402P00255000,2026-02-25 16:10:30+00:00,255.0,1.02,2.0,309.425,34.22,0.08,p
GOOG260402P00260000,2026-02-25 16:46:24+00:00,260.0,1.14,4.0,311.13,33.75,0.11,p
GOOG260402P00265000,2026-02-25 15:34:59+00:00,265.0,1.47,6.0,311.08,34.01,0.12,p
GOOG260402P00270000,2026-02-25 16:11:23+00:00,270.0,2.0,47.0,309.425,34.22,0.0,p
GOOG260402P00275000,2026-02-25 16:43:35+00:00,275.0,2.23,27.0,311.19,33.75,0.14,p
GOOG260402P00280000,2026-02-25 15:40:25+00:00,280.0,3.01,23.0,310.67,34.09,0.12,p
GOOG260402P00285000,2026-02-25 16:48:21+00:00,285.0,3.7,4.0,310.935,33.77,0.15,p
GOOG260402P00290000,2026-02-25 16:48:21+00:00,290.0,4.65,31.0,310.935,33.77,0.15,p
GOOG260402P00295000,2026-02-25 16:17:53+00:00,295.0,6.1,10.0,310.25,34.06,0.2,p
GOOG260402P00300000,2026-02-25 16:44:52+00:00,300.0,7.2,14.0,311.165,33.73,0.2,p
GOOG260402P00305000,2026-02-25 14:49:48+00:00,305.0,8.37,3.0,313.0,33.93,0.2,p
GOOG260402P00310000,2026-02-25 14:52:39+00:00,310.0,10.28,2.0,313.215,33.83,0.2,p
GOOG260402P00315000,2026-02-25 15:01:48+00:00,315.0,14.34,22.0,312.0,34.28,0.25,p
GOOG260402P00320000,2026-02-25 16:45:16+00:00,320.0,16.22,2.0,311.165,33.73,0.3,p
GOOG260402P00325000,2026-02-20 17:06:14+00:00,325.0,17.55,10.0,315.17,36.1,0.3,p
GOOG260402P00330000,2026-02-20 15:56:25+00:00,330.0,21.62,1.0,315.091,34.66,3.1,p
GOOG260402P00335000,2026-02-20 18:27:35+00:00,335.0,25.35,2.0,314.53,36.77,2.55,p
GOOG260402P00340000,2026-02-20 18:14:20+00:00,340.0,28.7,1.0,314.795,36.94,3.6,p
GOOG260402P00350000,2026-02-24 18:12:52+00:00,350.0,39.6,30.0,311.225,34.6,2.85,p
GOOG260402P00360000,2026-02-20 17:03:18+00:00,360.0,45.03,1.0,315.54,35.69,3.35,p
GOOG260417C00125000,2026-02-25 16:17:05+00:00,125.0,187.7,20.0,310.446,34.09,3.95,c
GOOG260417C00130000,2026-02-25 16:17:05+00:00,130.0,178.9,20.0,310.446,34.09,3.9,c
GOOG260417C00135000,2026-02-06 17:18:03+00:00,135.0,188.74,5.0,301.3,36.57,3.9,c
GOOG260417C00140000,2026-01-09 20:24:51+00:00,140.0,191.8,3.0,301.3,36.57,3.4,c
GOOG260417C00145000,2026-02-13 17:11:05+00:00,145.0,162.63,,301.3,36.57,3.85,c
GOOG260417C00150000,2026-02-23 20:02:50+00:00,150.0,161.17,1.0,310.12,36.92,3.2,c
GOOG260417C00155000,2026-01-15 19:49:22+00:00,155.0,179.72,7.0,301.3,36.57,3.1,c
GOOG260417C00160000,2026-02-20 20:19:20+00:00,160.0,156.57,46.0,315.72,36.37,3.8,c
GOOG260417C00165000,2026-02-10 18:46:07+00:00,165.0,155.08,12.0,301.3,36.57,3.9,c
GOOG260417C00170000,2026-02-20 17:59:31+00:00,170.0,146.4,17.0,315.64,36.07,3.75,c
GOOG260417C00175000,2026-02-23 20:57:53+00:00,175.0,137.2,1.0,311.36,36.64,3.9,c
GOOG260417C00180000,2026-01-20 17:44:12+00:00,180.0,133.54,1.0,301.3,36.57,2.65,c
GOOG260417C00185000,2026-02-13 16:13:25+00:00,185.0,123.17,94.0,301.3,36.57,3.2,c
GOOG260417C00190000,2026-02-19 17:40:59+00:00,190.0,116.13,359.0,305.06,34.67,3.75,c
GOOG260417C00195000,2026-02-20 20:07:23+00:00,195.0,121.85,12.0,316.09,34.19,3.25,c
GOOG260417C00200000,2026-02-25 15:38:11+00:00,200.0,111.9,1.0,310.57,34.18,3.2,c
GOOG260417C00205000,2026-02-23 15:18:19+00:00,205.0,112.2,2.0,316.41,35.44,3.1,c
GOOG260417C00210000,2026-02-24 14:31:33+00:00,210.0,101.43,70.0,307.79,36.96,3.2,c
GOOG260417C00215000,2026-02-24 14:41:49+00:00,215.0,94.5,1.0,307.685,36.78,3.25,c
GOOG260417C00220000,2026-02-25 15:57:43+00:00,220.0,91.92,1.0,309.72,34.29,2.95,c
GOOG260417C00225000,2026-02-24 15:50:39+00:00,225.0,85.91,1.0,309.676,34.96,2.3,c
GOOG260417C00230000,2026-02-24 15:12:22+00:00,230.0,80.0,15.0,307.65,36.03,2.3,c
GOOG260417C00235000,2026-02-20 20:19:20+00:00,235.0,82.71,124.0,315.72,36.37,2.3,c
GOOG260417C00240000,2026-02-23 18:53:59+00:00,240.0,75.5,5.0,313.11,35.66,2.4,c
GOOG260417C00245000,2026-02-20 20:27:26+00:00,245.0,72.83,3.0,315.23,36.09,2.6,c
GOOG260417C00250000,2026-02-23 15:57:01+00:00,250.0,66.2,2.0,313.215,36.1,2.45,c
GOOG260417C00255000,2026-02-24 17:42:09+00:00,255.0,60.24,20.0,311.67,34.62,2.4,c
GOOG260417C00260000,2026-02-24 15:18:54+00:00,260.0,51.22,1.0,307.11,36.17,2.9,c
GOOG260417C00265000,2026-02-24 15:04:43+00:00,265.0,47.52,1.0,307.36,36.43,2.45,c
GOOG260417C00270000,2026-02-24 18:07:50+00:00,270.0,45.6,4.0,311.18,34.6,2.6,c
GOOG260417C00275000,2026-02-24 18:06:52+00:00,275.0,41.4,3.0,311.08,34.61,2.85,c
GOOG260417C00280000,2026-02-24 18:07:06+00:00,280.0,37.2,22.0,311.08,34.61,2.65,c
GOOG260417C00285000,2026-02-25 16:21:35+00:00,285.0,32.4,57.0,310.43,34.06,1.85,c
GOOG260417C00290000,2026-02-25 16:33:26+00:00,290.0,28.8,8.0,310.9,33.86,1.15,c
GOOG260417C00295000,2026-02-25 16:32:25+00:00,295.0,25.2,18.0,310.79,33.87,1.1,c
GOOG260417C00300000,2026-02-25 16:48:03+00:00,300.0,21.75,483.0,310.935,33.77,0.15,c
GOOG260417C00305000,2026-02-25 16:20:17+00:00,305.0,18.35,12.0,310.47,34.07,0.15,c
GOOG260417C00310000,2026-02-25 16:47:00+00:00,310.0,15.95,745.0,310.9,33.76,0.15,c
GOOG260417C00315000,2026-02-25 16:50:41+00:00,315.0,13.37,32.0,311.2,33.75,0.1,c
GOOG260417C00320000,2026-02-25 16:41:08+00:00,320.0,11.0,274.0,311.25,33.77,0.1,c
GOOG260417C00325000,2026-02-25 16:30:29+00:00,325.0,8.9,16.0,310.58,34.02,0.1,c
GOOG260417C00330000,2026-02-25 16:46:40+00:00,330.0,7.3,387.0,310.9,33.76,0.1,c
GOOG260417C00335000,2026-02-25 16:49:26+00:00,335.0,5.83,486.0,311.17,33.74,0.05,c
GOOG260417C00340000,2026-02-25 16:34:56+00:00,340.0,4.6,449.0,310.78,33.82,0.1,c
GOOG260417C00345000,2026-02-25 16:13:49+00:00,345.0,3.5,43.0,309.81,34.15,0.05,c
GOOG260417C00350000,2026-02-25 16:49:59+00:00,350.0,2.88,197.0,311.23,33.74,0.06,c
GOOG260417C00355000,2026-02-25 16:27:16+00:00,355.0,2.21,19.0,310.425,34.03,0.04,c
GOOG260417C00360000,2026-02-25 16:26:02+00:00,360.0,1.76,58.0,310.35,34.05,0.05,c
GOOG260417C00365000,2026-02-25 16:27:05+00:00,365.0,1.38,5.0,310.425,34.03,0.05,c
GOOG260417C00370000,2026-02-25 16:27:05+00:00,370.0,1.09,12.0,310.425,34.03,0.03,c
GOOG260417C00375000,2026-02-25 15:37:51+00:00,375.0,0.92,11.0,310.57,34.18,0.03,c
GOOG260417C00380000,2026-02-25 16:03:04+00:00,380.0,0.71,7.0,310.22,34.08,0.03,c
GOOG260417C00385000,2026-02-24 17:00:59+00:00,385.0,0.68,10.0,311.171,34.77,0.04,c
GOOG260417C00390000,2026-02-25 15:56:43+00:00,390.0,0.48,1.0,309.75,34.36,0.04,c
GOOG260417C00395000,2026-02-25 16:22:19+00:00,395.0,0.4,10.0,310.43,34.06,0.03,c
GOOG260417C00400000,2026-02-25 16:26:56+00:00,400.0,0.33,20.0,310.425,34.03,0.03,c
GOOG260417C00405000,2026-02-25 16:29:59+00:00,405.0,0.28,4.0,310.58,34.02,0.03,c
GOOG260417C00410000,2026-02-24 18:48:08+00:00,410.0,0.26,46.0,310.49,34.78,0.04,c
GOOG260417C00415000,2026-02-24 18:09:26+00:00,415.0,0.23,3.0,311.215,34.59,0.04,c
GOOG260417C00420000,2026-02-23 15:55:23+00:00,420.0,0.23,46.0,313.48,35.95,0.03,c
GOOG260417C00425000,2026-02-23 17:18:21+00:00,425.0,0.22,125.0,313.996,36.12,0.04,c
GOOG260417C00430000,2026-02-23 19:24:00+00:00,430.0,0.16,50.0,312.895,36.05,0.04,c
GOOG260417C00435000,2026-02-20 15:47:27+00:00,435.0,0.18,3.0,314.52,35.26,0.03,c
GOOG260417C00440000,2026-02-25 14:38:59+00:00,440.0,0.09,1.0,312.0,34.23,0.03,c
GOOG260417C00445000,2026-02-23 16:56:34+00:00,445.0,0.12,1.0,314.155,35.96,0.04,c
GOOG260417C00450000,2026-02-23 14:49:07+00:00,450.0,0.14,80.0,316.42,35.48,0.04,c
GOOG260417C00455000,2026-02-25 14:30:04+00:00,455.0,0.11,5.0,311.52,34.69,0.03,c
GOOG260417C00460000,2026-02-12 18:26:17+00:00,460.0,0.12,2.0,301.3,36.57,0.03,c
GOOG260417C00465000,2026-02-13 16:09:21+00:00,465.0,0.07,100.0,301.3,36.57,0.02,c
GOOG260417C00470000,2026-02-10 14:43:34+00:00,470.0,0.11,1.0,301.3,36.57,0.02,c
GOOG260417C00480000,2026-02-23 19:35:26+00:00,480.0,0.05,30.0,312.96,36.41,0.03,c
GOOG260417C00490000,2026-02-24 15:23:38+00:00,490.0,0.05,10.0,307.86,35.79,0.03,c
GOOG260417P00125000,2026-02-25 16:47:19+00:00,125.0,0.15,29.0,310.9,33.76,0.62,p
GOOG260417P00130000,2026-02-23 20:31:21+00:00,130.0,0.05,55.0,311.54,36.73,2.14,p
GOOG260417P00135000,2026-02-25 16:44:09+00:00,135.0,0.03,11.0,311.19,33.75,0.12,p
GOOG260417P00140000,2026-02-25 15:57:12+00:00,140.0,0.04,3.0,309.75,34.36,0.46,p
GOOG260417P00145000,2026-02-19 16:11:37+00:00,145.0,0.06,1.0,303.895,34.41,2.15,p
GOOG260417P00150000,2026-02-24 17:03:25+00:00,150.0,0.05,5.0,311.39,34.74,2.16,p
GOOG260417P00155000,2026-02-23 15:34:41+00:00,155.0,0.2,4.0,314.429,35.61,0.03,p
GOOG260417P00160000,2026-02-23 15:28:32+00:00,160.0,0.05,6.0,315.8,35.26,0.03,p
GOOG260417P00165000,2026-02-25 16:37:26+00:00,165.0,0.07,8.0,310.79,33.84,0.03,p
GOOG260417P00170000,2026-02-02 15:36:02+00:00,170.0,0.14,1.0,301.3,36.57,0.03,p
GOOG260417P00175000,2026-02-17 19:30:43+00:00,175.0,0.21,4.0,301.3,36.57,0.04,p
GOOG260417P00180000,2026-02-18 19:39:17+00:00,180.0,0.2,1.0,301.3,36.57,0.03,p
GOOG260417P00185000,2026-02-11 19:47:53+00:00,185.0,0.21,3.0,301.3,36.57,0.03,p
GOOG260417P00190000,2026-02-20 19:18:28+00:00,190.0,0.18,5.0,314.84,35.39,0.03,p
GOOG260417P00195000,2026-02-25 16:46:19+00:00,195.0,0.19,1.0,311.13,33.75,0.04,p
GOOG260417P00200000,2026-02-25 16:16:17+00:00,200.0,0.24,2.0,310.29,34.07,0.03,p
GOOG260417P00205000,2026-02-23 20:06:36+00:00,205.0,0.41,1.0,310.305,36.95,0.03,p
GOOG260417P00210000,2026-02-23 19:53:42+00:00,210.0,0.45,1.0,310.85,36.85,0.03,p
GOOG260417P00215000,2026-02-23 19:43:06+00:00,215.0,0.5,27.0,311.315,36.96,0.04,p
GOOG260417P00220000,2026-02-25 16:19:27+00:00,220.0,0.45,4.0,310.21,34.12,0.02,p
GOOG260417P00225000,2026-02-25 16:01:31+00:00,225.0,0.55,1.0,310.04,34.12,0.04,p
GOOG260417P00230000,2026-02-23 18:24:08+00:00,230.0,0.74,7.0,314.86,35.55,0.04,p
GOOG260417P00235000,2026-02-24 17:37:54+00:00,235.0,0.8,10.0,312.0,34.65,0.03,p
GOOG260417P00240000,2026-02-25 16:40:42+00:00,240.0,0.91,22.0,311.25,33.77,0.03,p
GOOG260417P00245000,2026-02-25 16:40:29+00:00,245.0,1.06,10.0,310.93,33.82,0.05,p
GOOG260417P00250000,2026-02-25 16:41:08+00:00,250.0,1.3,179.0,311.25,33.77,0.05,p
GOOG260417P00255000,2026-02-25 16:29:29+00:00,255.0,1.59,162.0,310.63,34.01,0.05,p
GOOG260417P00260000,2026-02-25 16:27:05+00:00,260.0,1.98,325.0,310.425,34.03,0.05,p
GOOG260417P00265000,2026-02-25 16:27:05+00:00,265.0,2.4,131.0,310.425,34.03,0.06,p
GOOG260417P00270000,2026-02-25 16:49:26+00:00,270.0,2.82,18.0,311.17,33.74,0.05,p
GOOG260417P00275000,2026-02-25 16:29:29+00:00,275.0,3.55,8.0,310.63,34.01,0.1,p
GOOG260417P00280000,2026-02-25 16:42:22+00:00,280.0,4.26,16.0,311.29,33.76,0.15,p
GOOG260417P00285000,2026-02-25 16:49:26+00:00,285.0,5.18,79.0,311.17,33.74,0.1,p
GOOG260417P00290000,2026-02-25 16:40:23+00:00,290.0,6.45,55.0,310.93,33.82,0.1,p
GOOG260417P00295000,2026-02-25 15:58:05+00:00,295.0,8.15,20.0,309.72,34.29,0.15,p
GOOG260417P00300000,2026-02-25 16:43:13+00:00,300.0,9.15,38.0,311.299,33.75,0.1,p
GOOG260417P00305000,2026-02-25 16:12:41+00:00,305.0,11.83,8.0,309.61,34.19,0.15,p
GOOG260417P00310000,2026-02-25 15:59:30+00:00,310.0,13.83,119.0,310.19,34.17,0.15,p
GOOG260417P00315000,2026-02-25 16:38:41+00:00,315.0,15.78,528.0,310.84,33.83,0.1,p
GOOG260417P00320000,2026-02-25 15:57:42+00:00,320.0,19.25,68.0,309.72,34.29,0.2,p
GOOG260417P00325000,2026-02-25 16:29:19+00:00,325.0,21.7,49.0,310.63,34.01,0.2,p
GOOG260417P00330000,2026-02-25 15:35:58+00:00,330.0,24.85,5.0,310.7,34.12,0.25,p
GOOG260417P00335000,2026-02-25 15:56:08+00:00,335.0,29.2,2.0,309.95,34.4,2.7,p
GOOG260417P00340000,2026-02-25 16:32:04+00:00,340.0,32.0,3.0,310.79,33.87,1.15,p
GOOG260417P00345000,2026-02-23 17:12:35+00:00,345.0,34.95,1.0,313.81,36.17,3.0,p
GOOG260417P00350000,2026-02-23 18:47:08+00:00,350.0,38.8,16.0,313.76,35.61,2.6,p
GOOG260417P00355000,2026-02-20 20:04:29+00:00,355.0,41.98,5.0,315.68,34.28,2.75,p
GOOG260417P00360000,2026-02-23 15:31:44+00:00,360.0,46.3,3.0,314.86,35.42,2.75,p
GOOG260417P00365000,2026-02-23 16:45:08+00:00,365.0,51.85,25.0,314.062,35.88,2.9,p
GOOG260417P00370000,2026-02-23 18:05:37+00:00,370.0,56.14,397.0,314.555,36.13,3.0,p
GOOG260417P00375000,2026-02-12 17:50:30+00:00,375.0,61.65,2.0,301.3,36.57,2.9,p
GOOG260417P00380000,2026-02-13 20:51:33+00:00,380.0,74.38,251.0,301.3,36.57,3.15,p
GOOG260417P00385000,2026-02-10 16:41:49+00:00,385.0,67.14,310.0,301.3,36.57,3.1,p
GOOG260417P00390000,2026-02-09 17:32:52+00:00,390.0,64.65,100.0,301.3,36.57,3.1,p
GOOG260417P00395000,2026-02-06 14:55:17+00:00,395.0,71.25,9.0,301.3,36.57,3.25,p
GOOG260417P00400000,2026-02-06 17:12:54+00:00,400.0,77.96,430.0,301.3,36.57,3.1,p
GOOG260417P00405000,2026-02-05 20:59:11+00:00,405.0,74.05,13.0,301.3,36.57,3.25,p
GOOG260417P00410000,2026-02-09 19:54:39+00:00,410.0,85.13,13.0,301.3,36.57,3.15,p
GOOG260417P00415000,2026-02-02 17:32:48+00:00,415.0,73.2,,301.3,36.57,3.25,p
GOOG260417P00420000,2026-02-06 14:48:14+00:00,420.0,92.8,1.0,301.3,36.57,3.2,p
GOOG260417P00430000,2026-02-02 14:30:28+00:00,430.0,93.83,5.0,301.3,36.57,3.25,p
GOOG260417P00450000,2026-02-05 20:57:20+00:00,450.0,118.79,,301.3,36.57,3.25,p
GOOG260417P00455000,2026-02-05 20:57:20+00:00,455.0,123.81,,301.3,36.57,3.2,p
GOOG260417P00470000,2026-02-05 16:35:42+00:00,470.0,145.85,1.0,301.3,36.57,3.25,p
GOOG260515C00160000,2026-01-29 15:01:43+00:00,160.0,171.63,3.0,301.3,36.57,3.2,c
GOOG260515C00165000,2026-02-12 17:48:12+00:00,165.0,151.5,1.0,301.3,36.57,3.45,c
GOOG260515C00170000,2026-02-13 14:58:13+00:00,170.0,139.05,3.0,301.3,36.57,2.65,c
GOOG260515C00175000,2025-12-18 17:00:58+00:00,175.0,132.9,,301.3,36.57,2.7,c
GOOG260515C00180000,2026-02-23 17:54:32+00:00,180.0,135.37,1.0,313.41,36.23,3.45,c
GOOG260515C00185000,2025-12-19 16:22:59+00:00,185.0,126.05,10.0,301.3,36.57,2.9,c
GOOG260515C00190000,2026-02-17 19:26:43+00:00,190.0,115.45,10.0,301.3,36.57,3.25,c
GOOG260515C00195000,2026-02-19 14:45:36+00:00,195.0,109.42,2.0,302.25,35.92,3.1,c
GOOG260515C00200000,2026-02-20 19:56:43+00:00,200.0,117.57,22.0,315.54,34.21,2.3,c
GOOG260515C00205000,2026-02-20 20:19:05+00:00,205.0,113.06,107.0,315.72,36.37,2.35,c
GOOG260515C00210000,2026-02-23 18:56:01+00:00,210.0,105.8,29.0,312.99,35.91,2.35,c
GOOG260515C00215000,2026-02-23 15:56:58+00:00,215.0,101.35,1.0,313.215,36.1,2.35,c
GOOG260515C00220000,2026-02-23 18:55:59+00:00,220.0,96.2,1.0,312.99,35.91,2.3,c
GOOG260515C00225000,2026-02-23 19:37:18+00:00,225.0,90.92,11.0,312.7,36.33,2.25,c
GOOG260515C00230000,2026-02-20 15:12:22+00:00,230.0,83.55,3.0,310.04,33.85,2.4,c
GOOG260515C00235000,2026-02-17 15:37:14+00:00,235.0,68.15,3.0,301.3,36.57,2.4,c
GOOG260515C00240000,2026-02-24 20:02:21+00:00,240.0,76.15,16.0,311.54,35.22,2.35,c
GOOG260515C00245000,2026-02-20 14:58:28+00:00,245.0,69.67,3.0,309.785,34.58,2.4,c
GOOG260515C00250000,2026-02-25 15:47:26+00:00,250.0,65.68,30.0,310.28,34.2,1.25,c
GOOG260515C00255000,2026-02-24 16:16:04+00:00,255.0,62.0,1.0,310.81,34.91,2.9,c
GOOG260515C00260000,2026-02-20 20:25:21+00:00,260.0,61.89,17.0,315.23,36.21,1.9,c
GOOG260515C00265000,2026-02-25 14:30:00+00:00,265.0,54.65,3.0,311.52,34.69,1.9,c
GOOG260515C00270000,2026-02-25 15:12:06+00:00,270.0,50.43,16.0,312.28,34.04,1.55,c
GOOG260515C00275000,2026-02-25 14:45:29+00:00,275.0,46.5,20.0,312.34,34.12,0.9,c
GOOG260515C00280000,2026-02-25 16:50:52+00:00,280.0,41.09,2.0,311.2,33.75,2.25,c
GOOG260515C00285000,2026-02-24 20:56:38+00:00,285.0,38.15,38.0,311.07,35.09,0.95,c
GOOG260515C00290000,2026-02-25 16:40:44+00:00,290.0,33.9,2.0,311.25,33.77,0.55,c
GOOG260515C00295000,2026-02-24 20:09:05+00:00,295.0,31.88,3.0,311.151,35.4,1.55,c
GOOG260515C00300000,2026-02-25 16:40:44+00:00,300.0,27.43,9.0,311.25,33.77,1.15,c
GOOG260515C00305000,2026-02-25 16:12:25+00:00,305.0,23.9,5.0,309.62,34.22,0.15,c
GOOG260515C00310000,2026-02-25 16:42:04+00:00,310.0,22.1,346.0,311.29,33.76,0.15,c
GOOG260515C00315000,2026-02-25 16:20:21+00:00,315.0,19.08,67.0,310.47,34.07,0.15,c
GOOG260515C00320000,2026-02-25 16:49:55+00:00,320.0,17.13,69.0,311.23,33.74,0.1,c
GOOG260515C00325000,2026-02-25 16:11:19+00:00,325.0,14.45,10.0,309.425,34.22,0.15,c
GOOG260515C00330000,2026-02-25 15:27:57+00:00,330.0,13.57,8.0,312.2,33.77,0.15,c
GOOG260515C00335000,2026-02-25 16:41:08+00:00,335.0,11.3,5.0,311.25,33.77,0.15,c
