contractSymbol,lastTradeDate,strike,lastPrice,volume,inTheMoney,IV_yf,underlyingPriceAtTrade,impliedVolatility,riskFreeRate,volatilityIndex
AMZN260320P00085000,2026-02-10 18:40:06+00:00,85.0,0.02,26.0,0,87.5001,,100.6749,0.0364,
AMZN260320P00090000,2026-02-06 20:52:23+00:00,90.0,0.01,3.0,0,89.0626,,88.7485,0.0364,
AMZN260320P00095000,2026-02-10 17:27:13+00:00,95.0,0.01,2.0,0,79.6877,,83.0089,0.0364,
AMZN260320P00100000,2026-02-13 19:40:53+00:00,100.0,0.01,48.0,0,79.6877,199.57,77.9498,0.0364,35.4
AMZN260320P00105000,2026-02-13 20:27:18+00:00,105.0,0.01,5.0,0,70.3128,198.37,72.1567,0.0364,36.43
AMZN260320P00110000,2026-02-13 19:41:58+00:00,110.0,0.03,11.0,0,71.8753,199.77,75.1211,0.0364,35.31
AMZN260320P00115000,2026-02-12 15:06:04+00:00,115.0,0.03,4.0,0,78.3205,201.67,70.9694,0.0364,35.67
AMZN260320P00120000,2026-02-13 16:22:00+00:00,120.0,0.05,1.0,0,64.8441,199.05,68.1287,0.0364,36.44
AMZN260320P00125000,2026-02-13 20:38:19+00:00,125.0,0.07,153.0,0,62.5004,198.2,65.068,0.0364,36.68
AMZN260320P00130000,2026-02-13 18:23:07+00:00,130.0,0.1,6.0,0,60.352,200.115,63.9559,0.0364,35.06
AMZN260320P00135000,2026-02-13 20:41:19+00:00,135.0,0.14,255.0,0,57.9106,198.215,60.3851,0.0364,36.6
AMZN260320P00140000,2026-02-13 18:43:47+00:00,140.0,0.15,83.0,0,55.7622,199.785,56.9104,0.0364,35.07
AMZN260320P00145000,2026-02-13 20:19:39+00:00,145.0,0.25,38.0,0,53.272,198.94,55.5479,0.0364,36.12
AMZN260320P00150000,2026-02-13 20:57:24+00:00,150.0,0.35,1258.0,0,50.8794,198.7455,53.24,0.0364,36.28
AMZN260320P00155000,2026-02-13 20:59:10+00:00,155.0,0.45,209.0,0,48.6822,198.77,50.324,0.0364,36.27
AMZN260320P00160000,2026-02-13 20:57:18+00:00,160.0,0.61,660.0,0,46.2408,198.7455,47.8887,0.0364,36.28
AMZN260320P00165000,2026-02-13 20:57:47+00:00,165.0,0.83,493.0,0,43.9947,198.8155,45.5949,0.0364,36.27
AMZN260320P00170000,2026-02-13 20:55:52+00:00,170.0,1.18,1734.0,0,41.7975,198.525,43.5032,0.0364,36.35
AMZN260320P00175000,2026-02-13 20:59:45+00:00,175.0,1.57,918.0,0,39.649,198.77,41.1678,0.0364,36.27
AMZN260320P00180000,2026-02-13 20:58:21+00:00,180.0,2.25,1125.0,0,37.8424,198.8155,39.7054,0.0364,36.27
AMZN260320P00185000,2026-02-13 20:59:45+00:00,185.0,3.15,2320.0,0,36.0114,198.77,37.9951,0.0364,36.27
AMZN260320P00190000,2026-02-13 20:59:45+00:00,190.0,4.38,2405.0,0,34.748,198.77,36.4755,0.0364,36.27
AMZN260320P00195000,2026-02-13 20:58:44+00:00,195.0,6.08,2609.0,0,33.4723,198.77,35.3625,0.0364,36.27
AMZN260320P00200000,2026-02-13 20:58:29+00:00,200.0,8.25,3349.0,1,32.5446,198.8155,34.4157,0.0364,36.27
AMZN260320P00205000,2026-02-13 20:57:01+00:00,205.0,11.22,714.0,1,31.5925,198.7455,34.5852,0.0364,36.28
AMZN260320P00210000,2026-02-13 20:54:30+00:00,210.0,14.35,360.0,1,30.8601,198.575,32.9415,0.0364,36.39
AMZN260320P00215000,2026-02-13 20:50:33+00:00,215.0,18.2,195.0,1,30.3596,198.42,32.4842,0.0364,36.51
AMZN260320P00220000,2026-02-13 20:59:18+00:00,220.0,22.37,178.0,1,30.799,198.77,34.4929,0.0364,36.27
AMZN260320P00225000,2026-02-13 20:34:06+00:00,225.0,26.77,219.0,1,32.3615,197.99,27.7819,0.0364,36.56
AMZN260320P00230000,2026-02-13 20:43:46+00:00,230.0,31.88,749.0,1,34.9128,198.27,36.1465,0.0364,36.58
AMZN260320P00235000,2026-02-13 20:57:28+00:00,235.0,36.47,311.0,1,38.0866,198.7455,40.4434,0.0364,36.28
AMZN260320P00240000,2026-02-13 20:52:27+00:00,240.0,41.65,2068.0,1,41.651,198.42,42.9986,0.0364,36.5
AMZN260320P00245000,2026-02-13 20:34:06+00:00,245.0,46.45,709.0,1,52.3931,197.99,36.0341,0.0364,36.56
AMZN260320P00250000,2026-02-13 18:37:05+00:00,250.0,51.1,79.0,1,48.9751,200.0,59.4542,0.0364,35.02
AMZN260320P00255000,2026-02-12 20:15:19+00:00,255.0,56.1,1290.0,1,52.8081,198.89,52.3161,0.0364,37.61
AMZN260320P00260000,2026-02-13 20:19:23+00:00,260.0,61.65,3650.0,1,55.2251,199.0,63.5929,0.0364,36.08
AMZN260320P00265000,2026-02-13 20:19:23+00:00,265.0,66.65,2470.0,1,58.9115,199.0,67.0804,0.0364,36.08
AMZN260320P00270000,2026-02-09 20:50:00+00:00,270.0,60.9,675.0,1,67.4564,,,0.0364,
AMZN260320P00275000,2026-02-10 20:02:32+00:00,275.0,66.93,3.0,1,72.1194,,,0.0364,
AMZN260320P00280000,2026-02-06 20:12:38+00:00,280.0,72.15,1035.0,1,73.926,,,0.0364,
AMZN260320P00285000,2026-02-06 20:12:38+00:00,285.0,80.35,230.0,1,76.1477,,,0.0364,
AMZN260320P00290000,2026-02-06 20:12:38+00:00,290.0,82.36,3160.0,1,53.2231,,,0.0364,
AMZN260320P00295000,2026-01-23 16:24:24+00:00,295.0,56.24,50.0,1,56.6411,,,0.0364,
AMZN260320P00300000,2026-02-06 16:06:46+00:00,300.0,95.26,5.0,1,55.6645,,,0.0364,
AMZN260320P00305000,2026-02-06 16:12:53+00:00,305.0,99.5,1.0,1,55.5669,,,0.0364,
AMZN260320P00310000,2026-02-02 19:47:15+00:00,310.0,66.28,1.0,1,59.4731,,,0.0364,
AMZN260320P00315000,2025-12-30 15:22:08+00:00,315.0,83.68,2.0,1,0.001,,,0.0364,
AMZN260320P00320000,2025-12-29 19:42:06+00:00,320.0,88.42,2.0,1,0.001,,,0.0364,
AMZN260320P00325000,2025-11-11 20:55:00+00:00,325.0,76.1,2.0,1,0.001,,,0.0364,
AMZN260320P00330000,2025-11-10 18:45:03+00:00,330.0,81.55,2.0,1,0.001,,,0.0364,
AMZN260320P00335000,2025-11-10 15:10:53+00:00,335.0,85.85,,1,0.001,,,0.0364,
AMZN260320P00340000,2025-11-18 16:48:31+00:00,340.0,114.7,15.0,1,0.001,,,0.0364,
AMZN260320P00345000,2025-10-29 13:51:19+00:00,345.0,115.4,,1,0.001,,,0.0364,
AMZN260320P00350000,2025-11-26 20:54:30+00:00,350.0,120.7,1.0,1,0.001,,,0.0364,
AMZN260320P00355000,2025-11-21 14:54:32+00:00,355.0,136.98,1.0,1,0.001,,,0.0364,
AMZN260320P00360000,2025-11-20 20:53:53+00:00,360.0,142.47,1.0,1,0.001,,,0.0364,
AMZN260320P00370000,2026-02-03 18:24:53+00:00,370.0,133.5,1.0,1,83.3009,,,0.0364,
