contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AMZN260227C00125000,2026-02-26 18:36:49+00:00,125.0,81.19,46.0,38,206.25,35.91,80.1,83.0,2.9,1.099,c
AMZN260227C00135000,2026-02-26 16:46:37+00:00,135.0,72.56,9.0,24,207.58,35.47,69.5,73.0,3.5,1.176,c
AMZN260227C00140000,2026-02-26 18:34:21+00:00,140.0,66.09,47.0,60,205.955,36.23,64.6,68.0,3.4,1.101,c
AMZN260227C00145000,2026-02-25 19:58:57+00:00,145.0,65.59,121.0,17,210.455,35.08,59.5,63.0,3.5,2.042,c
AMZN260227C00150000,2026-02-25 14:59:00+00:00,150.0,60.72,1.0,35,210.833,35.13,54.6,58.0,3.4,2.251,c
AMZN260227C00155000,2026-02-25 20:58:03+00:00,155.0,52.78,1.0,21,210.63,34.76,49.5,53.0,3.5,2.001,c
AMZN260227C00160000,2026-02-26 18:31:43+00:00,160.0,45.89,151.0,104,205.71,36.39,45.15,48.0,2.85,1.103,c
AMZN260227C00165000,2026-02-26 16:41:55+00:00,165.0,42.84,76.0,17,207.736,35.26,39.85,43.0,3.15,1.179,c
AMZN260227C00170000,2026-02-25 20:24:44+00:00,170.0,40.27,7.0,56,210.24,35.18,34.35,38.0,3.65,2.024,c
AMZN260227C00175000,2026-02-25 20:25:37+00:00,175.0,35.37,1.0,81,210.3,35.19,29.95,33.0,3.05,2.024,c
AMZN260227C00177500,2026-02-24 16:03:01+00:00,177.5,30.82,4.0,4,208.22,35.96,27.05,30.5,3.45,3.206,c
AMZN260227C00180000,2026-02-25 14:30:41+00:00,180.0,31.0,3.0,189,211.12,36.32,24.35,28.0,3.65,2.27,c
AMZN260227C00182500,2026-02-24 16:55:29+00:00,182.5,26.33,34.0,76,209.035,35.96,21.95,25.55,3.6,3.17,c
AMZN260227C00185000,2026-02-25 20:59:06+00:00,185.0,25.76,14.0,291,210.66,34.69,19.8,22.05,2.25,2.001,c
AMZN260227C00187500,2026-02-24 18:38:27+00:00,187.5,22.6,4.0,1046,209.91,36.03,17.15,20.45,3.3,3.098,c
AMZN260227C00190000,2026-02-26 18:17:48+00:00,190.0,15.7,33.0,1213,205.665,36.5,15.3,17.0,1.7,1.113,c
AMZN260227C00192500,2026-02-26 17:38:37+00:00,192.5,13.91,11.0,200,206.35,36.03,12.35,14.55,2.2,1.14,c
AMZN260227C00195000,2026-02-26 18:26:19+00:00,195.0,10.82,62.0,1500,205.695,36.38,9.75,11.55,1.8,1.107,c
AMZN260227C00197500,2026-02-26 18:08:24+00:00,197.5,8.53,75.0,1415,205.79,36.38,8.25,9.1,0.85,1.119,c
AMZN260227C00200000,2026-02-26 18:31:38+00:00,200.0,6.1,436.0,11740,205.69,36.39,6.3,6.5,0.2,1.103,c
