contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
SPY260226C00500000,2026-02-20 15:02:58+00:00,500.0,187.91,4.0,5.0,687.67,19.55,186.22,188.74,2.52,6.248,c
SPY260226C00620000,2026-02-26 17:37:15+00:00,620.0,66.32,16.0,4.0,685.77,19.93,66.12,68.75,2.63,0.141,c
SPY260226C00640000,2026-02-26 14:59:58+00:00,640.0,45.17,19.0,6.0,690.67,18.51,46.22,48.88,2.66,0.25,c
SPY260226C00645000,2026-02-26 16:23:09+00:00,645.0,43.66,5.0,7.0,688.44,19.18,41.21,43.75,2.54,0.192,c
SPY260226C00650000,2026-02-26 16:22:23+00:00,650.0,38.65,20.0,27.0,688.61,19.15,37.4,38.94,1.54,0.193,c
SPY260226C00655000,2026-02-26 15:04:56+00:00,655.0,35.24,3.0,16.0,690.33,18.62,31.27,33.73,2.46,0.247,c
SPY260226C00657000,2026-02-25 20:27:12+00:00,657.0,36.02,2.0,2.0,692.995,18.15,29.03,31.74,2.71,1.023,c
SPY260226C00659000,2026-02-25 17:30:58+00:00,659.0,32.9,2.0,1.0,691.985,18.46,27.23,29.75,2.52,1.145,c
SPY260226C00660000,2026-02-26 15:31:49+00:00,660.0,28.54,9.0,46.0,685.47,20.17,25.94,28.75,2.81,0.228,c
SPY260226C00664000,2026-02-26 18:33:57+00:00,664.0,22.47,22.0,1.0,686.38,19.96,23.43,23.53,0.1,0.101,c
SPY260226C00665000,2026-02-26 17:52:40+00:00,665.0,20.73,21.0,30.0,685.75,20.01,22.4,22.5,0.1,0.13,c
SPY260226C00666000,2026-02-26 18:35:37+00:00,666.0,20.74,25.0,9.0,687.52,19.34,21.59,21.7,0.11,0.1,c
SPY260226C00667000,2026-02-25 16:01:11+00:00,667.0,21.85,2.0,34.0,691.09,18.6,20.24,20.33,0.09,1.208,c
SPY260226C00668000,2026-02-26 15:10:45+00:00,668.0,22.27,9.0,6.0,690.36,18.74,19.52,19.61,0.09,0.243,c
SPY260226C00669000,2026-02-26 17:37:01+00:00,669.0,17.13,20.0,11.0,685.77,19.93,18.57,18.68,0.11,0.141,c
SPY260226C00670000,2026-02-26 17:55:00+00:00,670.0,15.8,35.0,142.0,685.46,20.08,17.58,17.69,0.11,0.128,c
SPY260226C00671000,2026-02-26 16:23:44+00:00,671.0,17.5,8.0,30.0,688.44,19.18,16.24,16.33,0.09,0.192,c
SPY260226C00672000,2026-02-26 17:49:00+00:00,672.0,13.55,23.0,41.0,685.23,20.14,15.41,15.51,0.1,0.133,c
SPY260226C00673000,2026-02-26 18:25:37+00:00,673.0,12.79,26.0,27.0,685.89,19.97,14.4,14.5,0.1,0.107,c
SPY260226C00674000,2026-02-26 17:12:15+00:00,674.0,12.94,81.0,92.0,687.0,19.61,13.61,13.7,0.09,0.158,c
SPY260226C00675000,2026-02-26 18:36:41+00:00,675.0,12.25,312.0,269.0,687.52,19.34,12.5,12.53,0.03,0.1,c
