contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
GOOG260410C00275000,2026-03-02 16:08:21,275.0,34.7,1.0,1,305.31,35.69,28.05,30.05,2.0,39.161,c
GOOG260410C00380000,2026-03-02 18:24:07,380.0,0.22,1.0,1,306.34,35.05,0.1,0.2,0.1,39.067,c
GOOG260410P00325000,2026-03-03 16:56:07,325.0,27.11,1.0,6,301.745,37.05,26.9,29.7,2.8,38.128,p
GOOG260410P00315000,2026-03-04 15:12:23,315.0,18.41,1.0,47,303.09,35.0,20.55,21.3,0.75,37.2,p
GOOG260410C00290000,2026-03-05 16:09:27,290.0,18.46,1.0,7,299.29,35.6,18.25,18.55,0.3,36.16,c
GOOG260410C00360000,2026-03-05 17:02:46,360.0,0.39,4.0,135,299.89,35.35,0.36,0.42,0.06,36.123,c
GOOG260410P00255000,2026-03-05 18:18:33,255.0,1.78,6.0,20,299.16,36.06,1.84,1.97,0.13,36.07,p
GOOG260410P00320000,2026-03-05 19:03:41,320.0,24.6,3.0,20,298.87,36.24,23.65,24.7,1.05,36.039,p
GOOG260410C00295000,2026-03-06 14:32:54,295.0,15.39,9.0,21,297.51,37.05,15.2,15.4,0.2,35.227,c
GOOG260410C00330000,2026-03-06 16:02:55,330.0,2.45,65.0,216,299.88,35.88,2.3,2.46,0.16,35.165,c
GOOG260410C00350000,2026-03-06 16:30:08,350.0,0.69,1.0,87,299.07,36.08,0.61,0.72,0.11,35.146,c
GOOG260410C00345000,2026-03-06 16:34:21,345.0,0.91,11.0,278,298.91,36.2,0.86,0.96,0.1,35.143,c
GOOG260410C00340000,2026-03-06 16:49:05,340.0,1.22,191.0,292,299.37,35.73,1.2,1.32,0.12,35.133,c
GOOG260410P00295000,2026-03-06 16:55:03,295.0,10.65,45.0,55,298.8,35.92,9.95,10.15,0.2,35.128,p
GOOG260410P00290000,2026-03-06 16:55:04,290.0,8.35,82.0,100,298.8,35.92,8.15,8.35,0.2,35.128,p
