contractSymbol,lastTradeDate,strike,lastPrice,volume,openInterest,underlyingPriceAtTrade,volatilityIndex,bid,ask,bid_ask_spread,days_to_expire,optionType
AAPL260227C00120000,2026-02-17 17:11:11+00:00,120.0,141.6,,0,266.06,28.75,145.05,147.9,2.85,10.159,c
AAPL260227C00150000,2026-02-02 15:20:02+00:00,150.0,114.81,1.0,1,266.06,28.75,115.2,117.9,2.7,25.236,c
AAPL260227C00170000,2026-02-27 15:28:33+00:00,170.0,98.6,63.0,1,268.505,28.44,95.8,97.15,1.35,0.23,c
AAPL260227C00175000,2026-02-27 15:37:01+00:00,175.0,93.7,10.0,2,268.805,28.21,90.2,92.9,2.7,0.224,c
AAPL260227C00185000,2026-02-25 20:51:23+00:00,185.0,89.63,1.0,5,274.595,27.43,80.2,82.9,2.7,2.006,c
AAPL260227C00190000,2026-02-27 17:28:14+00:00,190.0,77.91,11.0,4,267.925,27.87,74.95,77.9,2.95,0.147,c
AAPL260227C00195000,2026-02-27 15:38:10+00:00,195.0,73.61,10.0,2,268.832,28.21,70.7,72.9,2.2,0.223,c
AAPL260227C00200000,2026-02-27 16:03:33+00:00,200.0,69.26,122.0,218,269.44,27.74,65.8,67.3,1.5,0.206,c
AAPL260227C00205000,2026-02-27 15:43:07+00:00,205.0,63.63,79.0,15,268.79,28.2,60.25,62.35,2.1,0.22,c
AAPL260227C00210000,2026-02-27 15:03:32+00:00,210.0,60.94,4.0,11,269.995,28.44,55.2,57.9,2.7,0.248,c
AAPL260227C00215000,2026-02-26 16:35:39+00:00,215.0,57.35,1.0,26,272.06,27.37,50.65,52.9,2.25,1.184,c
AAPL260227C00220000,2026-02-27 17:52:29+00:00,220.0,47.11,38.0,75,267.15,28.28,45.55,47.2,1.65,0.13,c
AAPL260227C00225000,2026-02-27 17:31:53+00:00,225.0,42.8,30.0,62,267.76,27.98,39.9,42.75,2.85,0.145,c
AAPL260227C00230000,2026-02-27 17:35:42+00:00,230.0,38.03,120.0,289,268.06,27.8,35.85,37.1,1.25,0.142,c
AAPL260227C00235000,2026-02-27 17:39:16+00:00,235.0,33.03,50.0,152,267.758,27.84,30.05,32.25,2.2,0.139,c
AAPL260227C00237500,2026-02-23 20:50:00+00:00,237.5,32.68,3.0,5,266.73,29.12,28.3,30.2,1.9,4.007,c
AAPL260227C00240000,2026-02-27 18:29:28+00:00,240.0,26.72,4.0,194,265.951,28.75,25.75,26.45,0.7,0.105,c
AAPL260227C00242500,2026-02-27 18:23:40+00:00,242.5,23.97,833.0,3004,266.34,28.52,23.35,23.5,0.15,0.109,c
AAPL260227C00245000,2026-02-27 18:28:15+00:00,245.0,21.1,113.0,299,265.98,28.8,20.95,21.1,0.15,0.105,c
AAPL260227C00247500,2026-02-27 18:13:07+00:00,247.5,19.19,60.0,144,266.705,28.25,18.55,18.7,0.15,0.116,c
AAPL260227C00250000,2026-02-27 17:15:31+00:00,250.0,16.87,89.0,878,267.735,27.81,16.05,16.2,0.15,0.156,c
AAPL260227C00252500,2026-02-27 17:58:46+00:00,252.5,14.82,52.0,215,267.3,28.13,13.55,13.7,0.15,0.126,c
AAPL260227C00255000,2026-02-27 18:25:52+00:00,255.0,11.02,376.0,7168,265.955,28.69,10.95,11.1,0.15,0.107,c
AAPL260227C00257500,2026-02-27 18:27:10+00:00,257.5,8.45,66.0,1282,265.907,28.82,8.35,8.5,0.15,0.106,c
AAPL260227C00260000,2026-02-27 18:25:07+00:00,260.0,6.21,637.0,18843,265.955,28.69,6.05,6.25,0.2,0.108,c
AAPL260227C00262500,2026-02-27 18:27:09+00:00,262.5,3.5,197.0,2866,265.907,28.82,3.5,3.65,0.15,0.106,c
AAPL260227C00265000,2026-02-27 18:31:06+00:00,265.0,1.43,6098.0,8117,266.23,28.73,1.37,1.43,0.06,0.103,c
AAPL260227C00267500,2026-02-27 18:31:06+00:00,267.5,0.26,18229.0,2658,266.23,28.73,0.26,0.28,0.02,0.103,c
AAPL260227C00270000,2026-02-27 18:30:37+00:00,270.0,0.05,59268.0,11047,266.23,28.73,0.05,0.06,0.01,0.104,c
AAPL260227C00272500,2026-02-27 18:31:02+00:00,272.5,0.02,43729.0,6397,266.23,28.73,0.02,0.03,0.01,0.103,c
AAPL260227C00275000,2026-02-27 18:31:15+00:00,275.0,0.01,27427.0,33575,266.23,28.73,0.01,0.02,0.01,0.103,c
AAPL260227C00277500,2026-02-27 18:30:56+00:00,277.5,0.01,12086.0,12934,266.12,28.77,0.01,0.02,0.01,0.104,c
AAPL260227C00280000,2026-02-27 18:31:27+00:00,280.0,0.01,10833.0,50434,266.23,28.73,0.0,0.01,0.01,0.103,c
AAPL260227C00282500,2026-02-27 18:13:26+00:00,282.5,0.01,1114.0,15676,266.705,28.25,0.0,0.01,0.01,0.116,c
AAPL260227C00285000,2026-02-27 18:11:28+00:00,285.0,0.01,909.0,17734,266.825,28.21,0.0,0.01,0.01,0.117,c
AAPL260227C00287500,2026-02-27 16:32:32+00:00,287.5,0.01,35.0,4255,269.187,27.56,0.0,0.01,0.01,0.186,c
AAPL260227C00290000,2026-02-27 17:37:35+00:00,290.0,0.01,13.0,4425,268.0,27.8,0.0,0.01,0.01,0.141,c
AAPL260227C00292500,2026-02-27 14:49:11+00:00,292.5,0.01,25.0,1770,270.89,28.71,0.0,0.01,0.01,0.258,c
AAPL260227C00295000,2026-02-26 20:43:20+00:00,295.0,0.01,44.0,5807,272.677,27.21,0.0,0.01,0.01,1.012,c
AAPL260227C00297500,2026-02-24 20:13:54+00:00,297.5,0.01,59.0,636,271.54,28.99,0.0,0.01,0.01,3.032,c
AAPL260227C00300000,2026-02-27 14:30:01+00:00,300.0,0.01,4.0,3980,269.96,28.84,0.0,0.01,0.01,0.271,c
AAPL260227C00302500,2026-02-25 20:50:01+00:00,302.5,0.01,3.0,504,274.495,27.43,0.0,0.01,0.01,2.007,c
AAPL260227C00305000,2026-02-26 19:27:43+00:00,305.0,0.01,2.0,1448,272.765,26.96,0.0,0.01,0.01,1.064,c
AAPL260227C00310000,2026-02-24 17:20:39+00:00,310.0,0.02,10.0,704,272.335,28.41,0.0,0.01,0.01,3.152,c
AAPL260227C00315000,2026-02-27 17:58:58+00:00,315.0,0.01,1.0,224,267.3,28.13,0.0,0.01,0.01,0.126,c
AAPL260227C00320000,2026-02-18 15:25:05+00:00,320.0,0.01,4.0,63,266.06,28.75,0.0,0.01,0.01,9.233,c
AAPL260227C00325000,2026-02-27 17:57:06+00:00,325.0,0.02,2.0,113,267.31,28.13,0.0,0.01,0.01,0.127,c
AAPL260227C00330000,2026-02-26 19:31:06+00:00,330.0,0.03,1.0,17,272.95,27.03,0.0,0.01,0.01,1.062,c
AAPL260227C00335000,2026-02-23 15:53:55+00:00,335.0,0.01,3.0,63,266.915,28.9,0.0,0.01,0.01,4.213,c
AAPL260227C00340000,2026-02-24 14:35:14+00:00,340.0,0.1,10.0,53,271.343,29.37,0.0,0.01,0.01,3.267,c
AAPL260227C00350000,2026-01-14 16:23:55+00:00,350.0,0.06,,10,266.12,28.76,0.0,0.01,0.01,44.192,c
AAPL260227C00360000,2026-02-20 18:03:28+00:00,360.0,0.01,1.0,1,266.06,28.75,0.0,0.01,0.01,7.123,c
AAPL260227C00380000,2026-02-26 15:50:46+00:00,380.0,0.01,2.0,29,271.18,27.91,0.0,0.01,0.01,1.215,c
AAPL260227C00385000,2026-02-26 16:06:25+00:00,385.0,0.19,2.0,2,271.69,27.66,0.0,0.01,0.01,1.204,c
